211.0792, 211.3793, 210.8307, 210.943, 210.8714, 211.4675, 211.4436,
  210.7347, 211.4475, 210.7096, 211.7393, 211.0554, 210.7914, 211.2964,
  211.5771, 211.5549, 211.9409, 212.7431, 211.4365, 211.5577, 211.8582,
  211.9415, 211.8023, 211.1813, 212.2298, 211.366, 211.0098, 210.9013,
  211.1373, 211.2446, 210.9466, 212.0203, 211.6072, 211.3014, 211.9356,
  211.8256, 211.0606, 211.8189, 210.8561, 211.4709, 211.4204, 211.0075,
  210.7572, 211.3926, 211.3179, 210.3735, 211.1865, 211.3024, 211.1456,
  210.9938, 210.5639, 210.3933, 210.5625, 210.8431, 211.5298, 211.3286,
  211.0149, 210.5332, 210.948, 211.3297, 210.5879, 211.3014, 210.6176,
  210.8051, 211.5918, 210.725, 210.7476, 210.2832, 210.2742, 210.0731,
  210.5037, 211.4559, 210.8303, 210.7241, 211.4414, 211.9141, 210.6124,
  210.5356, 210.9727, 210.7177, 211.2967, 212.01, 210.9677, 210.9258,
  211.4576, 211.8223, 211.3943, 211.2289, 211.0309, 211.4739, 210.2537,
  211.4438, 212.0539, 210.3211, 210.8721, 210.3176, 211.2033, 211.7128,
  212.7411, 211.6889, 212.0314, 211.361, 209.9295, 211.5588, 211.365,
  211.1978, 211.4727, 211.8603, 212.9257, 213.1933, 212.7156, 212.5555,
  211.9202, 211.5663, 213.3826, 213.4319, 212.5527, 213.0342, 212.6837,
  212.0569, 213.3969, 212.9386, 213.4004, 213.6359, 212.9138, 213.6474,
  214.6666, 213.2419, 214.5094, 213.3674, 213.2043, 213.5688, 215.7619,
  214.0693, 214.0331, 213.5715, 214.2924, 213.864, 212.9983, 213.2054,
  214.4766, 213.4079, 214.3547, 213.8937, 214.711, 214.663, 214.6388,
  214.5917, 213.8309, 215.1718, 213.9667, 213.7822, 213.7945, 213.5715,
  214.1785, 213.8291, 213.5627, 214.4147, 213.1429, 213.5649, 213.1434,
  212.9441, 214.0326, 213.6047, 213.1388, 212.9926, 212.9006, 212.7968,
  212.4851, 212.7641, 212.5642, 212.7898, 212.1974, 211.9188, 211.8087,
  212.1419, 211.8108, 212.4034, 212.1194, 211.5081, 211.7111, 211.2164,
  212.673, 211.1341, 211.1844, 211.6915, 211.6084, 211.2706, 210.8057,
  211.9287, 211.5434, 210.6899,
212.676, 212.605, 212.494, 212.3667, 212.173, 211.9921, 211.8717, 211.7131,
  211.4809, 211.3739, 211.2843, 211.0556, 210.7962, 210.6125, 210.4462,
  210.2729, 210.0809, 210.0292, 209.8539, 209.5868, 209.4375, 209.1592,
  208.8653, 208.7384, 208.5706, 208.5173, 208.2453, 208.3099, 208.0707,
  208.1721, 208.0015, 207.8128, 207.7287, 207.3116, 207.5222, 207.0475,
  207.0148, 206.9496, 206.914, 207.49, 207.5214, 206.8042, 206.7362,
  206.7037, 206.3614, 206.5259, 207.0065, 206.8353, 206.0716, 206.9931,
  206.4988, 206.1196, 206.7113, 206.374, 207.1638, 208.4751, 208.7632,
  208.0506, 208.1948, 207.6856, 208.8685, 207.429, 207.8471, 209.6034,
  209.6997, 208.4571, 208.9755, 208.1773, 208.4631, 208.2117, 208.4944,
  208.5672, 209.8399, 208.5835, 209.6342, 208.8843, 209.1264, 208.9506,
  209.3386, 209.5837, 208.9894, 209.3194, 209.9807, 210.3156, 210.8974,
  210.998, 210.9942, 211.3423, 209.7704, 209.8952, 209.2749, 209.4222,
  210.1603, 209.8, 209.1789, 209.1145, 209.4074, 209.5889, 211.8383,
  210.9855, 212.1712, 210.9806, 210.948, 211.8133, 212.015, 212.3154,
  211.9578, 212.4532, 212.7301, 211.1974, 213.071, 212.3619, 214.3694,
  214.366, 212.8155, 213.7545, 215.0358, 215.2227, 213.9228, 215.4718,
  214.3108, 214.5968, 216.3574, 213.1648, 215.2212, 213.5752, 214.3018,
  214.8081, 215.9807, 216.2128, 214.5694, 212.8416, 213.6177, 214.7279,
  215.887, 214.8452, 216.4707, 217.5706, 218.0986, 219.0099, 218.4867,
  219.3831, 219.2712, 219.3624, 220.0324, 219.566, 219.8395, 219.5191,
  220.1079, 220.0661, 220.1868, 219.9061, 219.6758, 219.458, 219.7199,
  219.5083, 219.4713, 219.2138, 218.9935, 218.7146, 218.4843, 218.0691,
  218.0128, 217.7471, 217.3472, 217.0705, 216.8971, 216.6803, 216.5496,
  216.4012, 216.1267, 215.9825, 215.813, 215.687, 215.6053, 215.4498,
  215.2613, 215.1383, 214.8785, 214.8298, 214.5254, 214.3885, 214.1995,
  214.0045, 213.8671, 213.7063, 213.5074, 213.443, 213.2339, 213.0423,
  213.0096, 212.7716,
213.7171, 213.4854, 213.2595, 213.0717, 212.8835, 212.7111, 212.5325,
  212.3844, 212.2518, 212.1056, 211.9754, 211.8314, 211.6999, 211.5539,
  211.3911, 211.2352, 211.0756, 210.8993, 210.7408, 210.5252, 210.3119,
  210.0971, 209.853, 209.5884, 209.3308, 209.0409, 208.7429, 208.4373,
  208.187, 207.8256, 207.4879, 207.1861, 206.9199, 206.6588, 206.3441,
  206.0968, 205.8996, 205.6092, 205.3362, 205.1011, 204.8613, 204.5822,
  204.3808, 204.1613, 204.065, 203.8984, 203.7977, 203.8524, 203.9256,
  204.0765, 204.3169, 204.5075, 205.618, 205.5516, 207.0211, 206.17,
  207.4275, 207.5966, 209.07, 208.3491, 209.1808, 209.5923, 209.4891,
  210.711, 211.5028, 210.3526, 210.9114, 211.3436, 212.1058, 212.2379,
  212.5609, 213.2919, 213.5882, 213.9558, 214.3676, 214.6308, 215.0492,
  215.4983, 216.1183, 216.7651, 217.0003, 217.1414, 217.4079, 217.6461,
  217.7782, 217.4261, 216.2716, 214.4017, 211.7318, 211.9004, 211.784,
  212.0143, 212.4053, 212.9349, 212.5864, 212.8023, 212.9677, 213.8399,
  213.7271, 214.4249, 215.8906, 216.4144, 217.5908, 221.0178, 219.9657,
  222.3552, 222.1027, 222.4389, 221.9986, 224.7912, 224.8604, 225.4396,
  226.5324, 226.1304, 223.3675, 225.0219, 224.9674, 224.653, 223.7578,
  223.9451, 222.9056, 222.3345, 220.963, 220.3363, 220.343, 221.7684,
  220.482, 221.6487, 219.7908, 217.9892, 217.6569, 216.9297, 217.736,
  217.4783, 217.1961, 217.7456, 219.7085, 220.3726, 220.3461, 222.3799,
  223.6959, 223.5851, 223.8425, 224.4919, 224.6877, 225.1322, 225.1402,
  224.6543, 225.1674, 225.3911, 225.0799, 225.1572, 225.0264, 224.7657,
  224.4982, 224.3039, 224.2436, 223.9735, 223.761, 223.5476, 223.2858,
  223.0703, 222.8422, 222.7593, 222.4294, 222.1486, 221.9135, 221.5784,
  221.3426, 221.0717, 220.7898, 220.5143, 220.2066, 219.873, 219.6042,
  219.2802, 218.9949, 218.6325, 218.3137, 217.9609, 217.5993, 217.2325,
  216.8655, 216.4938, 216.1487, 215.7875, 215.4545, 215.1075, 214.786,
  214.4819, 214.195, 213.9617,
213.3083, 212.9833, 212.6927, 212.4661, 212.3051, 212.1496, 212.027,
  211.9364, 211.8855, 211.8465, 211.8527, 211.8402, 211.8617, 211.8771,
  211.8682, 211.778, 211.6855, 211.5578, 211.3667, 211.153, 210.8622,
  210.4439, 210.0323, 209.6631, 209.4308, 209.2468, 209.0946, 209.0058,
  208.6987, 208.4888, 208.2682, 208.0191, 207.7813, 207.5304, 207.3023,
  207.0676, 206.8581, 206.6413, 206.4207, 206.2522, 206.0751, 205.9271,
  205.7927, 205.6472, 205.5482, 205.4886, 205.4538, 205.4993, 205.667,
  205.8395, 206.0473, 206.4805, 206.7111, 207.0783, 208.6636, 208.4529,
  208.718, 209.7917, 210.0096, 210.7707, 211.7075, 211.9059, 213.1666,
  213.8807, 214.8357, 215.0833, 215.8049, 216.0785, 216.5759, 217.2082,
  217.5697, 218.1213, 218.5168, 219.0797, 219.485, 219.9294, 220.603,
  221.3152, 221.5401, 220.794, 217.1409, 215.1983, 215.1816, 215.7596,
  216.5437, 217.6318, 218.7612, 219.6956, 219.5378, 219.5846, 220.4877,
  221.7789, 223.3346, 224.8857, 226.3584, 227.5967, 228.3572, 229.299,
  230.4675, 231.5976, 232.3663, 234.7725, 234.2401, 235.1026, 236.3423,
  236.9944, 236.3106, 236.7793, 237.3007, 236.7742, 237.3959, 236.5151,
  237.3694, 238.2193, 237.6311, 237.1955, 237.8023, 235.9883, 236.8985,
  236.6708, 235.3981, 233.4121, 232.5099, 231.9121, 231.0963, 229.5588,
  228.4948, 227.9779, 226.991, 225.4186, 223.4481, 222.7465, 222.4361,
  220.8385, 220.1822, 219.9066, 219.6788, 219.5977, 220.0664, 222.4974,
  223.9609, 225.4151, 226.5398, 226.9678, 227.0079, 226.9246, 226.67,
  226.248, 226.5481, 226.5494, 226.8567, 226.9729, 226.9789, 226.9397,
  227.1322, 227.4041, 227.7285, 228.0629, 228.315, 228.5299, 228.6539,
  228.7012, 228.671, 228.3726, 228.6502, 227.7497, 227.8202, 227.1578,
  226.864, 226.4678, 226.0723, 225.5991, 225.067, 224.6148, 224.0673,
  223.5662, 222.9639, 222.3574, 221.7699, 221.1906, 220.5752, 219.9499,
  219.3202, 218.6067, 217.9126, 217.2514, 216.5606, 215.8974, 215.2915,
  214.6959, 214.1884, 213.7216,
213.3362, 212.7779, 212.2715, 211.821, 211.4545, 211.1984, 211.0611,
  211.1188, 211.3208, 211.6628, 212.1503, 212.6264, 213.1479, 213.7649,
  214.4558, 214.9529, 215.3543, 215.6814, 215.8414, 215.8148, 215.6876,
  215.5606, 215.2867, 214.9898, 214.645, 214.3415, 213.8546, 213.4978,
  213.504, 212.9372, 212.4729, 212.0275, 211.6796, 211.2931, 210.8485,
  210.5234, 210.089, 209.7139, 209.3506, 208.9689, 208.5604, 208.1428,
  207.7795, 207.5626, 207.4249, 207.3329, 207.2698, 207.2626, 207.3104,
  207.5857, 207.836, 208.0991, 208.7236, 209.3346, 210.2329, 210.5892,
  210.7792, 212.3675, 213.3299, 213.1126, 213.7863, 214.3961, 215.3016,
  216.2966, 216.8466, 217.6171, 218.532, 218.9452, 219.7325, 220.2176,
  220.7988, 221.0263, 222.067, 222.5042, 223.4308, 224.27, 225.2462,
  223.8822, 220.1805, 218.8381, 218.1709, 218.0245, 219.8682, 221.0412,
  222.291, 224.3367, 227.3459, 229.3244, 232.6826, 233.8439, 235.0638,
  238.9196, 239.2815, 242.1436, 242.9686, 243.6613, 245.8967, 248.4203,
  246.7584, 246.5742, 247.1823, 244.3573, 245.4985, 241.6062, 240.1436,
