      0   0.1576441480500857E+03   0.8436797294730304E+02   0.8525070914847379E+00   0.1000000000000000E+01
      1   0.1574163083267605E+03   0.8631896478778523E+02   0.7727324136672502E+00   0.3081597265337371E+04
      2   0.1573657938453703E+03   0.8815474742355252E+02   0.7940389187932125E+00   0.3081597265337371E+04
      3   0.1591729895808929E+03   0.8960737106829281E+02   0.7150152445157811E+00   0.3081597265337371E+04
      4   0.1605807021735494E+03   0.9047012073727365E+02   0.7342695219058951E+00   0.3081597265337371E+04
      5   0.1616074193101264E+03   0.9087966163850218E+02   0.6979604902918407E+00   0.3081597265337371E+04
      6   0.1622710512241119E+03   0.9123471547371278E+02   0.7978947255308445E+00   0.3081597265337371E+04
      7   0.1635852094107250E+03   0.9201420688469300E+02   0.8235089340176532E+00   0.3081597265337371E+04
      8   0.1641597958906370E+03   0.9338403464702191E+02   0.8027076224154948E+00   0.3081597265337371E+04
      9   0.1638491593548894E+03   0.9452596996088353E+02   0.6900806311313810E+00   0.3081597265337371E+04
     10   0.1631717220380300E+03   0.9530222412878528E+02   0.7018412012145058E+00   0.3081597265337371E+04
     11   0.1633147364558879E+03   0.9577280638944366E+02   0.7366914220767017E+00   0.3081597265337371E+04
     12   0.1631845654749876E+03   0.9661325369474903E+02   0.7368627375190133E+00   0.3081597265337371E+04
     13   0.1632372160828062E+03   0.9748664557064073E+02   0.7342293914299082E+00   0.3081597265337371E+04
     14   0.1634569371915353E+03   0.9786013959995256E+02   0.7215909362794709E+00   0.3081597265337371E+04
     15   0.1641278320505999E+03   0.9786251996830498E+02   0.6904944423523560E+00   0.3081597265337371E+04
     16   0.1646406370273268E+03   0.9774715809280164E+02   0.7198610917163434E+00   0.3081597265337371E+04
     17   0.1648694310971489E+03   0.9760784635116104E+02   0.7423671836491115E+00   0.3081597265337371E+04
     18   0.1648978708038854E+03   0.9797714827474317E+02   0.6667680444603795E+00   0.3081597265337371E+04
     19   0.1647973932450016E+03   0.9864978699805377E+02   0.6690223661234286E+00   0.3081597265337371E+04
     20   0.1645906231907602E+03   0.9955076978103048E+02   0.6431925797882456E+00   0.3081597265337371E+04
     21   0.1643588798549465E+03   0.1002271080803649E+03   0.6621195131334282E+00   0.3081597265337371E+04
     22   0.1640681816124367E+03   0.1002881234374775E+03   0.6166813664347286E+00   0.3081597265337371E+04
     23   0.1638257108192392E+03   0.1011893736188721E+03   0.6681256408235954E+00   0.3081597265337371E+04
     24   0.1639832378033539E+03   0.1014848684493841E+03   0.6526947303810177E+00   0.3081597265337371E+04
     25   0.1640711095229813E+03   0.1011727209058183E+03   0.6871486798355049E+00   0.3081597265337371E+04
     26   0.1640083904692700E+03   0.1005350749944840E+03   0.7036905567882474E+00   0.3081597265337371E+04
     27   0.1638663039605663E+03   0.1002435027612569E+03   0.6879479315887715E+00   0.3081597265337371E+04
     28   0.1636121186832094E+03   0.1006399122412011E+03   0.7438544748224641E+00   0.3081597265337371E+04
     29   0.1632013807486376E+03   0.1011093201292478E+03   0.7334813976904395E+00   0.3081597265337371E+04
     30   0.1627305679021008E+03   0.1015527359329924E+03   0.7859009387504459E+00   0.3081597265337371E+04
     31   0.1620859120078545E+03   0.1018582534597406E+03   0.8054214314512562E+00   0.3081597265337371E+04
     32   0.1613290507301225E+03   0.1017982928080364E+03   0.8456896716482571E+00   0.3081597265337371E+04
     33   0.1604091865143096E+03   0.1013133895114062E+03   0.8758520028180609E+00   0.3081597265337371E+04
     34   0.1595219017750248E+03   0.1006094729265253E+03   0.8856188882200066E+00   0.3081597265337371E+04
     35   0.1588960836008488E+03   0.9986745975746123E+02   0.8268577901165788E+00   0.3081597265337371E+04
     36   0.1586584964607919E+03   0.9908534095888024E+02   0.7312721494155408E+00   0.3081597265337371E+04
     37   0.1588616685714723E+03   0.9921966092943867E+02   0.7030840186754376E+00   0.3081597265337371E+04
     38   0.1587600346030918E+03   0.1006805881741185E+03   0.7832916558015655E+00   0.3081597265337371E+04
     39   0.1584023042265449E+03   0.1023625978060419E+03   0.8545955483748308E+00   0.3081597265337371E+04
