      0   0.1576441480500857E+03   0.8436797294730304E+02   0.8525070914847379E+00   0.1000000000000000E+01
      1   0.1574165103712133E+03   0.8631880919288334E+02   0.7688238927913655E+00   0.3081597265337371E+04
      2   0.1573682720081332E+03   0.8815440551224901E+02   0.7941193886634483E+00   0.3081597265337371E+04
      3   0.1591729810621979E+03   0.8961054154932602E+02   0.7129451947300551E+00   0.3081597265337371E+04
      4   0.1605727684767666E+03   0.9047493879862795E+02   0.7317384526876204E+00   0.3081597265337371E+04
      5   0.1616056545107751E+03   0.9088159343983588E+02   0.7531054075309314E+00   0.3081597265337371E+04
      6   0.1622809812238841E+03   0.9121999685746674E+02   0.7338700937015716E+00   0.3081597265337371E+04
      7   0.1635943149838115E+03   0.9198798657821418E+02   0.8143543372760597E+00   0.3081597265337371E+04
      8   0.1641418355183973E+03   0.9338399302969394E+02   0.7022119513291611E+00   0.3081597265337371E+04
      9   0.1638027332472838E+03   0.9456227136957561E+02   0.6837341072002857E+00   0.3081597265337371E+04
     10   0.1631970459580385E+03   0.9531494981848925E+02   0.7008720677494853E+00   0.3081597265337371E+04
     11   0.1633863046833093E+03   0.9575201144765676E+02   0.7393892464957340E+00   0.3081597265337371E+04
     12   0.1632093297048746E+03   0.9657557603209111E+02   0.7474326803741564E+00   0.3081597265337371E+04
     13   0.1632578798755246E+03   0.9749875930593012E+02   0.7355188508056962E+00   0.3081597265337371E+04
     14   0.1634835942090994E+03   0.9791282641077103E+02   0.7277505814911780E+00   0.3081597265337371E+04
     15   0.1641223457329109E+03   0.9795368558494089E+02   0.7095993609975061E+00   0.3081597265337371E+04
     16   0.1645853849328281E+03   0.9775886727358321E+02   0.6634896702291019E+00   0.3081597265337371E+04
     17   0.1648404763618620E+03   0.9745286401975713E+02   0.6574998151682303E+00   0.3081597265337371E+04
     18   0.1649082256340843E+03   0.9783720484857292E+02   0.6511707700635271E+00   0.3081597265337371E+04
     19   0.1647840951236279E+03   0.9868792832081915E+02   0.6237896791315161E+00   0.3081597265337371E+04
     20   0.1645513882465478E+03   0.9969790159271113E+02   0.5896682002959216E+00   0.3081597265337371E+04
     21   0.1643399526919152E+03   0.1003371194150178E+03   0.6050542145616929E+00   0.3081597265337371E+04
     22   0.1641206006392290E+03   0.1003442769328693E+03   0.6981466689477882E+00   0.3081597265337371E+04
     23   0.1639080650489515E+03   0.1011817072365230E+03   0.7386577570209902E+00   0.3081597265337371E+04
     24   0.1639716148837229E+03   0.1014396510339140E+03   0.7159250702473167E+00   0.3081597265337371E+04
     25   0.1639906320918078E+03   0.1011440237884439E+03   0.6945845534040558E+00   0.3081597265337371E+04
