      0   0.1425060075348608E+03   0.7170560904611979E+02   0.1629464016900132E+01   0.1000000000000000E+01
      1   0.1416202429751174E+03   0.7158991519691799E+02   0.1514483115615781E+01   0.0000000000000000E+00
      2   0.1409764726759953E+03   0.7154519684030497E+02   0.1800804882371984E+01   0.0000000000000000E+00
      3   0.1403887262680353E+03   0.7137448075634963E+02   0.1857946967961695E+01   0.0000000000000000E+00
      4   0.1399229393420698E+03   0.7138863126791460E+02   0.2114707472308913E+01   0.0000000000000000E+00
      5   0.1397283902915244E+03   0.7136602326028181E+02   0.2268267827014307E+01   0.0000000000000000E+00
      6   0.1397132168013012E+03   0.7125860727980290E+02   0.2501419104346644E+01   0.0000000000000000E+00
      7   0.1398596045374129E+03   0.7110716102261966E+02   0.2825247657145080E+01   0.0000000000000000E+00
      8   0.1398489816333826E+03   0.7094697832002100E+02   0.3004824059953230E+01   0.0000000000000000E+00
      9   0.1398122982307468E+03   0.7093952558133564E+02   0.2881558444472524E+01   0.0000000000000000E+00
     10   0.1398267011193697E+03   0.7090873192976950E+02   0.2802899623421716E+01   0.0000000000000000E+00
     11   0.1396872513804302E+03   0.7090580391157172E+02   0.2577793171877272E+01   0.0000000000000000E+00
     12   0.1394391284706315E+03   0.7089021677389445E+02   0.2132294578078396E+01   0.0000000000000000E+00
     13   0.1389787877417844E+03   0.7086428979300563E+02   0.1740693865341945E+01   0.0000000000000000E+00
     14   0.1382544169762849E+03   0.7078120681255358E+02   0.1483873746655812E+01   0.0000000000000000E+00
     15   0.1375213919416069E+03   0.7070929252635926E+02   0.1421772224706333E+01   0.0000000000000000E+00
     16   0.1380054690066060E+03   0.7074974262386463E+02   0.1363497453287608E+01   0.0000000000000000E+00
     17   0.1385582819926925E+03   0.7073358892808606E+02   0.1378211719637630E+01   0.0000000000000000E+00
     18   0.1391111577814544E+03   0.7069570442418318E+02   0.1372242004589684E+01   0.0000000000000000E+00
     19   0.1396327380074214E+03   0.7063938771906099E+02   0.1389994908492053E+01   0.0000000000000000E+00
     20   0.1399979416174181E+03   0.7051411123145908E+02   0.1385603289566628E+01   0.0000000000000000E+00
     21   0.1402114968185010E+03   0.7032363115908761E+02   0.1376539140563020E+01   0.0000000000000000E+00
     22   0.1403720406962053E+03   0.7006652573209732E+02   0.1386644377043352E+01   0.0000000000000000E+00
     23   0.1410685435894185E+03   0.6982418082827149E+02   0.1394685533315059E+01   0.0000000000000000E+00
     24   0.1418701097088092E+03   0.6965649635365457E+02   0.1392765786698166E+01   0.0000000000000000E+00
