Job ID,Job Name,Submit,Start,End,Runtime / h,Scheduling Coefficient,Job Size / Nodes,Charged Usage / CUs,Raw Usage / CUs
1835014,u-ch427-n512-start-paper-25.fcm_make2_um.19880901T0000Z,2022-06-16 22:55:29,2022-06-16 22:55:54,2022-06-16 23:04:27,0:08:33,0.954,1,0.142,0.142
1835015,u-ch427-n512-start-paper-27.ens_setup_all.19880901T0000Z,2022-06-16 22:55:36,2022-06-16 22:55:54,2022-06-16 22:56:43,0:00:49,0.731,1,0.014,0.014
1835016,u-ch427-n512-start-paper-27.install_cold.19880901T0000Z,2022-06-16 22:55:36,2022-06-16 22:55:37,2022-06-16 22:55:47,0:00:10,0.909,1,0.003,0.003
1835017,u-ch427-n512-start-paper-27.xml.19880901T0000Z,2022-06-16 22:55:36,2022-06-16 22:55:54,2022-06-16 22:56:08,0:00:14,0.438,1,0.004,0.004
1835018,u-ch427-n512-start-paper-26.fcm_make2_um.19880901T0000Z,2022-06-16 22:55:42,2022-06-16 22:55:54,2022-06-16 23:04:32,0:08:38,0.977,1,0.144,0.144
1835020,u-ch427-n512-start-paper-27.fcm_make2_drivers.19880901T0000Z,2022-06-16 22:55:50,2022-06-16 22:55:54,2022-06-16 22:56:08,0:00:14,0.778,1,0.004,0.004
1835021,u-ch427-n512-start-paper-28.ens_setup_all.19880901T0000Z,2022-06-16 22:55:52,2022-06-16 22:55:54,2022-06-16 22:56:48,0:00:54,0.964,1,0.015,0.015
1835022,u-ch427-n512-start-paper-28.install_cold.19880901T0000Z,2022-06-16 22:55:52,2022-06-16 22:55:54,2022-06-16 22:56:06,0:00:12,0.857,1,0.003,0.003
1835023,u-ch427-n512-start-paper-28.xml.19880901T0000Z,2022-06-16 22:55:52,2022-06-16 22:55:54,2022-06-16 22:56:08,0:00:14,0.875,1,0.004,0.004
1835024,u-ch427-n512-start-paper-28.fcm_make2_drivers.19880901T0000Z,2022-06-16 22:56:04,2022-06-16 22:56:36,2022-06-16 22:56:51,0:00:15,0.319,1,0.004,0.004
1835025,u-ch427-n512-start-paper-27.fcm_make2_um.19880901T0000Z,2022-06-16 22:56:06,2022-06-16 22:56:36,2022-06-16 23:05:15,0:08:39,0.945,1,0.144,0.144
1835026,u-ch427-n512-start-paper-28.fcm_make2_um.19880901T0000Z,2022-06-16 22:56:17,2022-06-16 22:56:36,2022-06-16 23:05:12,0:08:36,0.964,1,0.143,0.143
1835027,u-ch427-n512-start-paper-29.ens_setup_all.19880901T0000Z,2022-06-16 22:56:22,2022-06-16 22:56:36,2022-06-16 22:57:34,0:00:58,0.806,1,0.016,0.016
1835028,u-ch427-n512-start-paper-29.install_cold.19880901T0000Z,2022-06-16 22:56:22,2022-06-16 22:56:23,2022-06-16 22:56:32,0:00:09,0.9,1,0.002,0.002
1835029,u-ch427-n512-start-paper-29.xml.19880901T0000Z,2022-06-16 22:56:22,2022-06-16 22:56:36,2022-06-16 22:56:50,0:00:14,0.5,1,0.004,0.004
1835030,u-ch427-n512-start-paper-29.fcm_make2_drivers.19880901T0000Z,2022-06-16 22:56:33,2022-06-16 22:56:36,2022-06-16 22:56:51,0:00:15,0.833,1,0.004,0.004
1835031,u-ch427-n512-start-paper-29.fcm_make2_um.19880901T0000Z,2022-06-16 22:56:46,2022-06-16 22:57:19,2022-06-16 23:05:58,0:08:39,0.94,1,0.144,0.144
1835032,u-ch427-n512-start-paper-11.install_ancil.19880901T0000Z,2022-06-16 22:57:06,2022-06-16 22:57:06,2022-06-16 22:57:15,0:00:09,1,1,0.002,0.002
1835033,u-ch427-n512-start-paper-12.install_ancil.19880901T0000Z,2022-06-16 22:57:18,2022-06-16 22:57:18,2022-06-16 22:57:28,0:00:10,1,1,0.003,0.003
1835034,u-ch427-n512-start-paper-13.install_ancil.19880901T0000Z,2022-06-16 22:57:31,2022-06-16 22:57:34,2022-06-16 22:57:42,0:00:08,0.727,1,0.002,0.002
1835036,u-ch427-n512-start-paper-14.install_ancil.19880901T0000Z,2022-06-16 22:57:47,2022-06-16 22:57:47,2022-06-16 22:57:56,0:00:09,1,1,0.002,0.002
1835038,u-ch427-n512-start-paper-15.install_ancil.19880901T0000Z,2022-06-16 22:58:02,2022-06-16 22:58:06,2022-06-16 22:58:14,0:00:08,0.667,1,0.002,0.002
1835039,u-ch427-n512-start-paper-16.install_ancil.19880901T0000Z,2022-06-16 22:58:19,2022-06-16 22:58:22,2022-06-16 22:58:30,0:00:08,0.727,1,0.002,0.002
1835042,u-ch427-n512-start-paper-17.install_ancil.19880901T0000Z,2022-06-16 22:58:44,2022-06-16 22:58:45,2022-06-16 22:58:55,0:00:10,0.909,1,0.003,0.003
1835043,u-ch427-n512-start-paper-18.install_ancil.19880901T0000Z,2022-06-16 22:58:49,2022-06-16 22:58:53,2022-06-16 22:59:05,0:00:12,0.75,1,0.003,0.003
1835044,u-ch427-n512-start-paper-19.install_ancil.19880901T0000Z,2022-06-16 22:59:00,2022-06-16 22:59:03,2022-06-16 22:59:11,0:00:08,0.727,1,0.002,0.002
1835045,u-ch427-n512-start-paper-21.install_ancil.19880901T0000Z,2022-06-16 22:59:13,2022-06-16 22:59:15,2022-06-16 22:59:25,0:00:10,0.833,1,0.003,0.003
1835046,u-ch427-n512-start-paper-22.install_ancil.19880901T0000Z,2022-06-16 22:59:25,2022-06-16 22:59:26,2022-06-16 22:59:34,0:00:08,0.889,1,0.002,0.002
1835047,u-ch427-n512-start-paper-23.install_ancil.19880901T0000Z,2022-06-16 22:59:44,2022-06-16 22:59:46,2022-06-16 22:59:56,0:00:10,0.833,1,0.003,0.003
1835048,u-ch427-n512-start-paper-24.install_ancil.19880901T0000Z,2022-06-16 22:59:49,2022-06-16 22:59:51,2022-06-16 23:00:01,0:00:10,0.833,1,0.003,0.003
1835049,u-ch427-n512-start-paper-25.install_ancil.19880901T0000Z,2022-06-16 23:00:01,2022-06-16 23:00:03,2022-06-16 23:00:11,0:00:08,0.8,1,0.002,0.002
1835050,u-ch427-n512-start-paper-26.install_ancil.19880901T0000Z,2022-06-16 23:00:16,2022-06-16 23:00:20,2022-06-16 23:00:29,0:00:09,0.692,1,0.002,0.002
1835051,u-ch427-n512-start-paper-27.install_ancil.19880901T0000Z,2022-06-16 23:00:43,2022-06-16 23:00:43,2022-06-16 23:00:51,0:00:08,1,1,0.002,0.002
1835052,u-ch427-n512-start-paper-28.install_ancil.19880901T0000Z,2022-06-16 23:00:58,2022-06-16 23:01:00,2022-06-16 23:01:09,0:00:09,0.818,1,0.002,0.002
1835057,u-ch427-n512-start-paper-29.install_ancil.19880901T0000Z,2022-06-16 23:01:29,2022-06-16 23:01:29,2022-06-16 23:01:37,0:00:08,1,1,0.002,0.002
1835063,u-ch427-n512-start-paper-11.atmos_main.19880901T0000Z,2022-06-16 23:02:32,2022-06-17 00:28:39,2022-06-17 02:04:32,1:35:53,0.527,75,0,119.854
1835064,u-ch427-n512-start-paper-12.atmos_main.19880901T0000Z,2022-06-16 23:02:46,2022-06-17 00:32:54,2022-06-17 02:04:15,1:31:21,0.503,75,0,114.187
1835068,u-ch427-n512-start-paper-14.atmos_main.19880901T0000Z,2022-06-16 23:03:18,2022-06-17 01:08:56,2022-06-17 02:42:06,1:33:10,0.426,135,0,209.625
1835069,u-ch427-n512-start-paper-15.atmos_main.19880901T0000Z,2022-06-16 23:03:30,2022-06-17 02:06:40,2022-06-17 03:42:01,1:35:21,0.342,165,0,262.212
1835071,u-ch427-n512-start-paper-16.atmos_main.19880901T0000Z,2022-06-16 23:03:45,2022-06-17 01:44:35,2022-06-17 03:23:25,1:38:50,0.381,195,0,321.208
1827955,u-ch427-n512-start-paper-x0-20.atmos_main.19880901T0000Z,2022-06-15 20:30:04,2022-06-17 03:34:33,2022-06-17 05:21:29,1:46:56,0.054,615,0,1096.067
1834590,u-ch427-n512-start-paper-x0-18.atmos_main.19880901T0000Z,2022-06-16 21:24:01,2022-06-17 03:42:16,2022-06-17 05:17:40,1:35:24,0.201,255,0,405.45
1835066,u-ch427-n512-start-paper-13.atmos_main.19880901T0000Z,2022-06-16 23:02:58,2022-06-17 05:24:26,2022-06-17 06:58:02,1:33:36,0.197,105,0,163.8
1835073,u-ch427-n512-start-paper-17.atmos_main.19880901T0000Z,2022-06-16 23:04:11,2022-06-17 10:02:06,2022-06-17 11:39:23,1:37:17,0.129,225,0,364.812
1835075,u-ch427-n512-start-paper-18.atmos_main.19880901T0000Z,2022-06-16 23:04:22,2022-06-17 10:02:06,2022-06-17 11:41:19,1:39:13,0.131,255,0,421.671
1835077,u-ch427-n512-start-paper-19.atmos_main.19880901T0000Z,2022-06-16 23:04:29,2022-06-17 14:30:32,2022-06-17 16:11:59,1:41:27,0.099,285,0,481.887
1836792,u-ch427-n512-start-paper-21.atmos_main.19880901T0000Z,2022-06-17 03:16:06,2022-06-17 05:37:24,2022-06-17 07:11:14,1:33:50,0.399,75,0,117.292
1836793,u-ch427-n512-start-paper-22.atmos_main.19880901T0000Z,2022-06-17 03:16:13,2022-06-17 07:41:25,2022-06-17 09:16:37,1:35:12,0.264,75,0,119
1836794,u-ch427-n512-start-paper-23.atmos_main.19880901T0000Z,2022-06-17 03:16:28,2022-06-17 16:35:06,2022-06-17 18:09:42,1:34:36,0.106,105,0,165.55
1836796,u-ch427-n512-start-paper-24.atmos_main.19880901T0000Z,2022-06-17 03:16:45,2022-06-17 06:45:40,2022-06-17 08:20:04,1:34:24,0.311,135,0,212.4
1836798,u-ch427-n512-start-paper-25.atmos_main.19880901T0000Z,2022-06-17 03:17:01,2022-06-17 14:37:00,2022-06-17 16:16:16,1:39:16,0.127,165,0,272.983
1836799,u-ch427-n512-start-paper-26.atmos_main.19880901T0000Z,2022-06-17 03:17:14,2022-06-17 14:32:27,2022-06-17 16:07:47,1:35:20,0.124,195,0,309.833
1836838,u-ch427-n512-start-paper-x0-19.atmos_main.19880901T0000Z,2022-06-17 03:24:35,2022-06-17 14:30:32,2022-06-17 16:10:39,1:40:07,0.131,285,0,475.554
1837669,u-ch427-n512-start-paper-28.atmos_main.19880901T0000Z,2022-06-17 06:17:52,2022-06-17 17:30:40,2022-06-17 19:09:12,1:38:32,0.128,255,0,418.767
1840122,u-ch427-n512-start-paper-x0-25.atmos_main.19880901T0000Z,2022-06-17 12:46:43,2022-06-17 16:48:07,2022-06-17 18:23:28,1:35:21,0.283,165,0,262.212
1843052,u-ch427-n96-start-paper-x0-11.ens_setup_all.19880901T0000Z,2022-06-17 19:15:46,2022-06-17 19:15:58,2022-06-17 19:16:23,0:00:25,0.676,1,0.007,0.007
1843053,u-ch427-n96-start-paper-x0-11.install_cold.19880901T0000Z,2022-06-17 19:15:46,2022-06-17 19:15:46,2022-06-17 19:15:57,0:00:11,1,1,0.003,0.003
1843054,u-ch427-n96-start-paper-x0-11.xml.19880901T0000Z,2022-06-17 19:15:46,2022-06-17 19:15:58,2022-06-17 19:16:10,0:00:12,0.5,1,0.003,0.003
1843055,u-ch427-n96-start-paper-x0-12.ens_setup_all.19880901T0000Z,2022-06-17 19:15:57,2022-06-17 19:16:58,2022-06-17 19:17:22,0:00:24,0.282,1,0.007,0.007
1843056,u-ch427-n96-start-paper-x0-12.install_cold.19880901T0000Z,2022-06-17 19:15:57,2022-06-17 19:15:59,2022-06-17 19:16:10,0:00:11,0.846,1,0.003,0.003
1843057,u-ch427-n96-start-paper-x0-12.xml.19880901T0000Z,2022-06-17 19:15:57,2022-06-17 19:16:58,2022-06-17 19:17:12,0:00:14,0.187,1,0.004,0.004
1843058,u-ch427-n96-start-paper-x0-11.fcm_make2_drivers.19880901T0000Z,2022-06-17 19:16:05,2022-06-17 19:16:58,2022-06-17 19:17:12,0:00:14,0.209,1,0.004,0.004
1843059,u-ch427-n96-start-paper-x0-12.fcm_make2_drivers.19880901T0000Z,2022-06-17 19:16:10,2022-06-17 19:16:58,2022-06-17 19:17:12,0:00:14,0.226,1,0.004,0.004
1843060,u-ch427-n96-start-paper-x0-13.ens_setup_all.19880901T0000Z,2022-06-17 19:16:10,2022-06-17 19:16:58,2022-06-17 19:17:26,0:00:28,0.368,1,0.008,0.008
1843061,u-ch427-n96-start-paper-x0-13.install_cold.19880901T0000Z,2022-06-17 19:16:10,2022-06-17 19:16:12,2022-06-17 19:16:23,0:00:11,0.846,1,0.003,0.003
1843062,u-ch427-n96-start-paper-x0-13.xml.19880901T0000Z,2022-06-17 19:16:10,2022-06-17 19:16:58,2022-06-17 19:17:12,0:00:14,0.226,1,0.004,0.004
1843063,u-ch427-n96-start-paper-x0-14.ens_setup_all.19880901T0000Z,2022-06-17 19:16:18,2022-06-17 19:16:58,2022-06-17 19:17:31,0:00:33,0.452,1,0.009,0.009
1843064,u-ch427-n96-start-paper-x0-13.fcm_make2_drivers.19880901T0000Z,2022-06-17 19:16:20,2022-06-17 19:16:58,2022-06-17 19:17:14,0:00:16,0.296,1,0.004,0.004
1843065,u-ch427-n96-start-paper-x0-14.install_cold.19880901T0000Z,2022-06-17 19:16:20,2022-06-17 19:16:23,2022-06-17 19:16:32,0:00:09,0.75,1,0.002,0.002
1843066,u-ch427-n96-start-paper-x0-14.xml.19880901T0000Z,2022-06-17 19:16:20,2022-06-17 19:16:58,2022-06-17 19:17:14,0:00:16,0.296,1,0.004,0.004
1843067,u-ch427-n96-start-paper-x0-15.ens_setup_all.19880901T0000Z,2022-06-17 19:16:29,2022-06-17 19:16:58,2022-06-17 19:17:40,0:00:42,0.592,1,0.012,0.012
1843068,u-ch427-n96-start-paper-x0-15.install_cold.19880901T0000Z,2022-06-17 19:16:29,2022-06-17 19:16:32,2022-06-17 19:16:41,0:00:09,0.75,1,0.002,0.002
1843069,u-ch427-n96-start-paper-x0-12.fcm_make2_um.19880901T0000Z,2022-06-17 19:16:29,2022-06-17 19:16:58,2022-06-17 19:25:42,0:08:44,0.948,1,0.146,0.146
1843070,u-ch427-n96-start-paper-x0-15.xml.19880901T0000Z,2022-06-17 19:16:29,2022-06-17 19:16:58,2022-06-17 19:17:15,0:00:17,0.37,1,0.005,0.005
1843071,u-ch427-n96-start-paper-x0-14.fcm_make2_drivers.19880901T0000Z,2022-06-17 19:16:30,2022-06-17 19:16:58,2022-06-17 19:17:15,0:00:17,0.378,1,0.005,0.005
1843072,u-ch427-n96-start-paper-x0-11.fcm_make2_um.19880901T0000Z,2022-06-17 19:16:31,2022-06-17 19:16:58,2022-06-17 19:25:43,0:08:45,0.951,1,0.146,0.146
1843073,u-ch427-n96-start-paper-x0-13.fcm_make2_um.19880901T0000Z,2022-06-17 19:16:36,2022-06-17 19:16:58,2022-06-17 19:25:39,0:08:41,0.959,1,0.145,0.145
1843074,u-ch427-n96-start-paper-x0-16.ens_setup_all.19880901T0000Z,2022-06-17 19:16:41,2022-06-17 19:16:58,2022-06-17 19:17:45,0:00:47,0.734,1,0.013,0.013
1843075,u-ch427-n96-start-paper-x0-16.install_cold.19880901T0000Z,2022-06-17 19:16:41,2022-06-17 19:16:41,2022-06-17 19:16:50,0:00:09,1,1,0.002,0.002
1843076,u-ch427-n96-start-paper-x0-16.xml.19880901T0000Z,2022-06-17 19:16:41,2022-06-17 19:16:58,2022-06-17 19:17:17,0:00:19,0.528,1,0.005,0.005
1843077,u-ch427-n96-start-paper-x0-15.fcm_make2_drivers.19880901T0000Z,2022-06-17 19:16:43,2022-06-17 19:16:58,2022-06-17 19:17:17,0:00:19,0.559,1,0.005,0.005
1843078,u-ch427-n96-start-paper-x0-14.fcm_make2_um.19880901T0000Z,2022-06-17 19:16:46,2022-06-17 19:16:58,2022-06-17 19:25:44,0:08:46,0.978,1,0.146,0.146
1843080,u-ch427-n96-start-paper-x0-16.fcm_make2_drivers.19880901T0000Z,2022-06-17 19:16:52,2022-06-17 19:16:58,2022-06-17 19:17:17,0:00:19,0.76,1,0.005,0.005
1843081,u-ch427-n96-start-paper-x0-17.ens_setup_all.19880901T0000Z,2022-06-17 19:16:57,2022-06-17 19:17:57,2022-06-17 19:18:42,0:00:45,0.429,1,0.012,0.012
1843082,u-ch427-n96-start-paper-x0-17.install_cold.19880901T0000Z,2022-06-17 19:16:57,2022-06-17 19:16:59,2022-06-17 19:17:17,0:00:18,0.9,1,0.005,0.005
1843083,u-ch427-n96-start-paper-x0-17.xml.19880901T0000Z,2022-06-17 19:16:57,2022-06-17 19:17:57,2022-06-17 19:18:09,0:00:12,0.167,1,0.003,0.003
1843084,u-ch427-n96-start-paper-x0-15.fcm_make2_um.19880901T0000Z,2022-06-17 19:16:59,2022-06-17 19:17:57,2022-06-17 19:26:40,0:08:43,0.9,1,0.145,0.145
1843085,u-ch427-n96-start-paper-x0-16.fcm_make2_um.19880901T0000Z,2022-06-17 19:17:07,2022-06-17 19:17:57,2022-06-17 19:26:26,0:08:29,0.911,1,0.141,0.141
1843086,u-ch427-n96-start-paper-x0-17.fcm_make2_drivers.19880901T0000Z,2022-06-17 19:17:07,2022-06-17 19:17:57,2022-06-17 19:18:09,0:00:12,0.194,1,0.003,0.003
1843087,u-ch427-n96-start-paper-x0-18.ens_setup_all.19880901T0000Z,2022-06-17 19:17:09,2022-06-17 19:17:57,2022-06-17 19:18:47,0:00:50,0.51,1,0.014,0.014
1843088,u-ch427-n96-start-paper-x0-18.install_cold.19880901T0000Z,2022-06-17 19:17:09,2022-06-17 19:17:14,2022-06-17 19:17:24,0:00:10,0.667,1,0.003,0.003
1843089,u-ch427-n96-start-paper-x0-18.xml.19880901T0000Z,2022-06-17 19:17:10,2022-06-17 19:17:57,2022-06-17 19:18:10,0:00:13,0.217,1,0.004,0.004
1843090,u-ch427-n96-start-paper-x0-18.fcm_make2_drivers.19880901T0000Z,2022-06-17 19:17:19,2022-06-17 19:17:57,2022-06-17 19:18:09,0:00:12,0.24,1,0.003,0.003
1843091,u-ch427-n96-start-paper-x0-17.fcm_make2_um.19880901T0000Z,2022-06-17 19:17:22,2022-06-17 19:17:57,2022-06-17 19:26:26,0:08:29,0.936,1,0.141,0.141
1843093,u-ch427-n96-start-paper-x0-19.ens_setup_all.19880901T0000Z,2022-06-17 19:17:22,2022-06-17 19:17:57,2022-06-17 19:18:52,0:00:55,0.611,1,0.015,0.015
1843094,u-ch427-n96-start-paper-x0-19.install_cold.19880901T0000Z,2022-06-17 19:17:22,2022-06-17 19:17:24,2022-06-17 19:17:33,0:00:09,0.818,1,0.002,0.002
1843095,u-ch427-n96-start-paper-x0-19.xml.19880901T0000Z,2022-06-17 19:17:22,2022-06-17 19:17:57,2022-06-17 19:18:10,0:00:13,0.271,1,0.004,0.004
1843098,u-ch427-n96-start-paper-x0-19.fcm_make2_drivers.19880901T0000Z,2022-06-17 19:17:33,2022-06-17 19:17:57,2022-06-17 19:18:10,0:00:13,0.351,1,0.004,0.004
1843099,u-ch427-n96-start-paper-x0-18.fcm_make2_um.19880901T0000Z,2022-06-17 19:17:33,2022-06-17 19:17:57,2022-06-17 19:26:33,0:08:36,0.956,1,0.143,0.143
1843100,u-ch427-n96-start-paper-x0-21.ens_setup_all.19880901T0000Z,2022-06-17 19:17:33,2022-06-17 19:17:57,2022-06-17 19:18:20,0:00:23,0.489,1,0.006,0.006
1843101,u-ch427-n96-start-paper-x0-21.install_cold.19880901T0000Z,2022-06-17 19:17:33,2022-06-17 19:17:37,2022-06-17 19:17:46,0:00:09,0.692,1,0.002,0.002
1843102,u-ch427-n96-start-paper-x0-21.xml.19880901T0000Z,2022-06-17 19:17:33,2022-06-17 19:17:57,2022-06-17 19:18:09,0:00:12,0.333,1,0.003,0.003
1843103,u-ch427-n96-start-paper-x0-22.ens_setup_all.19880901T0000Z,2022-06-17 19:17:44,2022-06-17 19:17:57,2022-06-17 19:18:20,0:00:23,0.639,1,0.006,0.006
1843104,u-ch427-n96-start-paper-x0-22.install_cold.19880901T0000Z,2022-06-17 19:17:44,2022-06-17 19:17:45,2022-06-17 19:17:54,0:00:09,0.9,1,0.002,0.002
1843105,u-ch427-n96-start-paper-x0-22.xml.19880901T0000Z,2022-06-17 19:17:44,2022-06-17 19:17:57,2022-06-17 19:18:09,0:00:12,0.48,1,0.003,0.003
1843106,u-ch427-n96-start-paper-x0-21.fcm_make2_drivers.19880901T0000Z,2022-06-17 19:17:46,2022-06-17 19:17:57,2022-06-17 19:18:10,0:00:13,0.542,1,0.004,0.004
1843107,u-ch427-n96-start-paper-x0-19.fcm_make2_um.19880901T0000Z,2022-06-17 19:17:47,2022-06-17 19:17:57,2022-06-17 19:26:33,0:08:36,0.981,1,0.143,0.143
1843109,u-ch427-n96-start-paper-x0-23.ens_setup_all.19880901T0000Z,2022-06-17 19:17:57,2022-06-17 19:18:57,2022-06-17 19:19:25,0:00:28,0.318,1,0.008,0.008
1843110,u-ch427-n96-start-paper-x0-23.install_cold.19880901T0000Z,2022-06-17 19:17:57,2022-06-17 19:17:59,2022-06-17 19:18:10,0:00:11,0.846,1,0.003,0.003
1843111,u-ch427-n96-start-paper-x0-23.xml.19880901T0000Z,2022-06-17 19:17:57,2022-06-17 19:18:57,2022-06-17 19:19:09,0:00:12,0.167,1,0.003,0.003
1843112,u-ch427-n96-start-paper-x0-22.fcm_make2_drivers.19880901T0000Z,2022-06-17 19:17:59,2022-06-17 19:18:57,2022-06-17 19:19:09,0:00:12,0.171,1,0.003,0.003
1843113,u-ch427-n96-start-paper-x0-21.fcm_make2_um.19880901T0000Z,2022-06-17 19:18:02,2022-06-17 19:18:57,2022-06-17 19:27:44,0:08:47,0.905,1,0.146,0.146
1843114,u-ch427-n96-start-paper-x0-24.ens_setup_all.19880901T0000Z,2022-06-17 19:18:09,2022-06-17 19:18:57,2022-06-17 19:19:29,0:00:32,0.4,1,0.009,0.009
1843115,u-ch427-n96-start-paper-x0-23.fcm_make2_drivers.19880901T0000Z,2022-06-17 19:18:09,2022-06-17 19:18:57,2022-06-17 19:19:09,0:00:12,0.2,1,0.003,0.003
1843116,u-ch427-n96-start-paper-x0-24.install_cold.19880901T0000Z,2022-06-17 19:18:09,2022-06-17 19:18:12,2022-06-17 19:18:22,0:00:10,0.769,1,0.003,0.003
1843117,u-ch427-n96-start-paper-x0-24.xml.19880901T0000Z,2022-06-17 19:18:10,2022-06-17 19:18:57,2022-06-17 19:19:09,0:00:12,0.203,1,0.003,0.003
1843118,u-ch427-n96-start-paper-x0-22.fcm_make2_um.19880901T0000Z,2022-06-17 19:18:12,2022-06-17 19:18:57,2022-06-17 19:27:37,0:08:40,0.92,1,0.144,0.144
1843119,u-ch427-n96-start-paper-x0-25.ens_setup_all.19880901T0000Z,2022-06-17 19:18:20,2022-06-17 19:18:57,2022-06-17 19:19:35,0:00:38,0.507,1,0.011,0.011
1843120,u-ch427-n96-start-paper-x0-25.install_cold.19880901T0000Z,2022-06-17 19:18:20,2022-06-17 19:18:22,2022-06-17 19:18:32,0:00:10,0.833,1,0.003,0.003
1843121,u-ch427-n96-start-paper-x0-25.xml.19880901T0000Z,2022-06-17 19:18:20,2022-06-17 19:18:57,2022-06-17 19:19:12,0:00:15,0.288,1,0.004,0.004
1843122,u-ch427-n96-start-paper-x0-24.fcm_make2_drivers.19880901T0000Z,2022-06-17 19:18:22,2022-06-17 19:18:57,2022-06-17 19:19:12,0:00:15,0.3,1,0.004,0.004
1843123,u-ch427-n96-start-paper-x0-23.fcm_make2_um.19880901T0000Z,2022-06-17 19:18:25,2022-06-17 19:18:57,2022-06-17 19:27:39,0:08:42,0.942,1,0.145,0.145
1843124,u-ch427-n96-start-paper-x0-25.fcm_make2_drivers.19880901T0000Z,2022-06-17 19:18:31,2022-06-17 19:18:57,2022-06-17 19:19:12,0:00:15,0.366,1,0.004,0.004
1843125,u-ch427-n96-start-paper-x0-26.ens_setup_all.19880901T0000Z,2022-06-17 19:18:35,2022-06-17 19:18:57,2022-06-17 19:19:42,0:00:45,0.672,1,0.012,0.012
1843126,u-ch427-n96-start-paper-x0-26.install_cold.19880901T0000Z,2022-06-17 19:18:35,2022-06-17 19:18:36,2022-06-17 19:18:45,0:00:09,0.9,1,0.002,0.002
1843127,u-ch427-n96-start-paper-x0-26.xml.19880901T0000Z,2022-06-17 19:18:35,2022-06-17 19:18:57,2022-06-17 19:19:14,0:00:17,0.436,1,0.005,0.005
1843128,u-ch427-n96-start-paper-x0-24.fcm_make2_um.19880901T0000Z,2022-06-17 19:18:37,2022-06-17 19:18:57,2022-06-17 19:27:32,0:08:35,0.963,1,0.143,0.143
1843129,u-ch427-n96-start-paper-x0-25.fcm_make2_um.19880901T0000Z,2022-06-17 19:18:45,2022-06-17 19:18:57,2022-06-17 19:27:28,0:08:31,0.977,1,0.142,0.142
1843130,u-ch427-n96-start-paper-x0-26.fcm_make2_drivers.19880901T0000Z,2022-06-17 19:18:46,2022-06-17 19:18:57,2022-06-17 19:19:14,0:00:17,0.607,1,0.005,0.005
1843131,u-ch427-n96-start-paper-x0-27.ens_setup_all.19880901T0000Z,2022-06-17 19:18:48,2022-06-17 19:18:57,2022-06-17 19:19:46,0:00:49,0.845,1,0.014,0.014
1843132,u-ch427-n96-start-paper-x0-27.install_cold.19880901T0000Z,2022-06-17 19:18:48,2022-06-17 19:18:49,2022-06-17 19:18:59,0:00:10,0.909,1,0.003,0.003
1843133,u-ch427-n96-start-paper-x0-27.xml.19880901T0000Z,2022-06-17 19:18:48,2022-06-17 19:18:57,2022-06-17 19:19:14,0:00:17,0.654,1,0.005,0.005
1843134,u-ch427-n96-start-paper-x0-28.ens_setup_all.19880901T0000Z,2022-06-17 19:18:59,2022-06-17 19:19:58,2022-06-17 19:20:48,0:00:50,0.459,1,0.014,0.014
1843135,u-ch427-n96-start-paper-x0-28.install_cold.19880901T0000Z,2022-06-17 19:18:59,2022-06-17 19:19:04,2022-06-17 19:19:14,0:00:10,0.667,1,0.003,0.003
1843136,u-ch427-n96-start-paper-x0-28.xml.19880901T0000Z,2022-06-17 19:19:02,2022-06-17 19:19:58,2022-06-17 19:20:10,0:00:12,0.176,1,0.003,0.003
1843137,u-ch427-n96-start-paper-x0-26.fcm_make2_um.19880901T0000Z,2022-06-17 19:19:02,2022-06-17 19:19:58,2022-06-17 19:28:37,0:08:39,0.903,1,0.144,0.144
1843139,u-ch427-n96-start-paper-x0-27.fcm_make2_drivers.19880901T0000Z,2022-06-17 19:19:02,2022-06-17 19:19:58,2022-06-17 19:20:10,0:00:12,0.176,1,0.003,0.003
1843140,u-ch427-n96-start-paper-x0-28.fcm_make2_drivers.19880901T0000Z,2022-06-17 19:19:14,2022-06-17 19:19:58,2022-06-17 19:20:10,0:00:12,0.214,1,0.003,0.003
1843141,u-ch427-n96-start-paper-x0-29.ens_setup_all.19880901T0000Z,2022-06-17 19:19:17,2022-06-17 19:19:58,2022-06-17 19:20:52,0:00:54,0.568,1,0.015,0.015
1843142,u-ch427-n96-start-paper-x0-29.install_cold.19880901T0000Z,2022-06-17 19:19:19,2022-06-17 19:19:22,2022-06-17 19:19:31,0:00:09,0.75,1,0.002,0.002
1843143,u-ch427-n96-start-paper-x0-27.fcm_make2_um.19880901T0000Z,2022-06-17 19:19:19,2022-06-17 19:19:58,2022-06-17 19:28:25,0:08:27,0.929,1,0.141,0.141
1843144,u-ch427-n96-start-paper-x0-29.xml.19880901T0000Z,2022-06-17 19:19:19,2022-06-17 19:19:58,2022-06-17 19:20:10,0:00:12,0.235,1,0.003,0.003
1843145,u-ch427-n96-start-paper-x0-28.fcm_make2_um.19880901T0000Z,2022-06-17 19:19:26,2022-06-17 19:19:58,2022-06-17 19:28:44,0:08:46,0.943,1,0.146,0.146
1843146,u-ch427-n96-start-paper-x0-29.fcm_make2_drivers.19880901T0000Z,2022-06-17 19:19:26,2022-06-17 19:19:58,2022-06-17 19:20:10,0:00:12,0.273,1,0.003,0.003
