Suite, Netcdf File, Size, Size (bytes)
u-ch427-n512-start-paper-11,,,
u-ch427-n512-start-paper-11,,Total Size,0

Suite, Netcdf File, Size, Size (bytes)
u-ch427-n512-start-paper-11,,,
u-ch427-n512-start-paper-11,,Total Size,0

Suite, Netcdf File, Size, Size (bytes)
u-ch427-n512-start-paper-11,,,
u-ch427-n512-start-paper-11,,Total Size,0

Suite, Netcdf File, Size, Size (bytes)
u-ch427-n512-start-paper-11,,,
u-ch427-n512-start-paper-11,,Total Size,0

Suite, Netcdf File, Size, Size (bytes)
u-ch427-n512-start-paper-11,,,
u-ch427-n512-start-paper-11,,Total Size,0

