Suite, Netcdf File, Size, Size (bytes)
u-ch427-n512-start-paper-04,,,
u-ch427-n512-start-paper-04,,Total Size,0

Suite, Netcdf File, Size, Size (bytes)
u-ch427-n512-start-paper-04,,,
u-ch427-n512-start-paper-04,,Total Size,0

Suite, Netcdf File, Size, Size (bytes)
u-ch427-n512-start-paper-04,,,
u-ch427-n512-start-paper-04,,Total Size,0

Suite, Netcdf File, Size, Size (bytes)
u-ch427-n512-start-paper-04,,,
u-ch427-n512-start-paper-04,,Total Size,0

Suite, Netcdf File, Size, Size (bytes)
u-ch427-n512-start-paper-04,,,
u-ch427-n512-start-paper-04,,Total Size,0

Suite, Netcdf File, Size, Size (bytes)
u-ch427-n512-start-paper-04,,,
u-ch427-n512-start-paper-04,,Total Size,0

Suite, Netcdf File, Size, Size (bytes)
u-ch427-n512-start-paper-04,,,
u-ch427-n512-start-paper-04,,Total Size,0

Suite, Netcdf File, Size, Size (bytes)
u-ch427-n512-start-paper-04,,,
u-ch427-n512-start-paper-04,,Total Size,0

Suite, Netcdf File, Size, Size (bytes)
u-ch427-n512-start-paper-04,,,
u-ch427-n512-start-paper-04,,Total Size,0

Suite, Netcdf File, Size, Size (bytes)
u-ch427-n512-start-paper-04,,,
u-ch427-n512-start-paper-04,,Total Size,0

Suite, Netcdf File, Size, Size (bytes)
u-ch427-n512-start-paper-04,,,
u-ch427-n512-start-paper-04,,Total Size,0

Suite, Netcdf File, Size, Size (bytes)
u-ch427-n512-start-paper-04,,,
u-ch427-n512-start-paper-04,,Total Size,0

Suite, Netcdf File, Size, Size (bytes)
u-ch427-n512-start-paper-04,,,
u-ch427-n512-start-paper-04,,Total Size,0

Suite, Netcdf File, Size, Size (bytes)
u-ch427-n512-start-paper-04,,,
u-ch427-n512-start-paper-04,,Total Size,0

Suite, Netcdf File, Size, Size (bytes)
u-ch427-n512-start-paper-04,,,
u-ch427-n512-start-paper-04,,Total Size,0

Suite, Netcdf File, Size, Size (bytes)
u-ch427-n512-start-paper-04,,,
u-ch427-n512-start-paper-04,,Total Size,0

Suite, Netcdf File, Size, Size (bytes)
u-ch427-n512-start-paper-04,,,
u-ch427-n512-start-paper-04,,Total Size,0

Suite, Netcdf File, Size, Size (bytes)
u-ch427-n512-start-paper-04,,,
u-ch427-n512-start-paper-04,,Total Size,0

Suite, Netcdf File, Size, Size (bytes)
u-ch427-n512-start-paper-04,,,
u-ch427-n512-start-paper-04,,Total Size,0

Suite, Netcdf File, Size, Size (bytes)
u-ch427-n512-start-paper-04,,,
u-ch427-n512-start-paper-04,,Total Size,0

