Suite, Netcdf File, Size, Size (bytes)
u-ch427-n216-start-paper-20,,,
u-ch427-n216-start-paper-20,,Total Size,0

Suite, Netcdf File, Size, Size (bytes)
u-ch427-n216-start-paper-20,,,
u-ch427-n216-start-paper-20,,Total Size,0

Suite, Netcdf File, Size, Size (bytes)
u-ch427-n216-start-paper-20,,,
u-ch427-n216-start-paper-20,,Total Size,0

Suite, Netcdf File, Size, Size (bytes)
u-ch427-n216-start-paper-20,,,
u-ch427-n216-start-paper-20,,Total Size,0

Suite, Netcdf File, Size, Size (bytes)
u-ch427-n216-start-paper-20,,,
u-ch427-n216-start-paper-20,,Total Size,0

Suite, Netcdf File, Size, Size (bytes)
u-ch427-n216-start-paper-20,,,
u-ch427-n216-start-paper-20,,Total Size,0

Suite, Netcdf File, Size, Size (bytes)
u-ch427-n216-start-paper-20,,,
u-ch427-n216-start-paper-20,,Total Size,0

Suite, Netcdf File, Size, Size (bytes)
u-ch427-n216-start-paper-20,,,
u-ch427-n216-start-paper-20,,Total Size,0

Suite, Netcdf File, Size, Size (bytes)
u-ch427-n216-start-paper-20,,,
u-ch427-n216-start-paper-20,,Total Size,0

Suite, Netcdf File, Size, Size (bytes)
u-ch427-n216-start-paper-20,,,
u-ch427-n216-start-paper-20,,Total Size,0

Suite, Netcdf File, Size, Size (bytes)
u-ch427-n216-start-paper-20,,,
u-ch427-n216-start-paper-20,,Total Size,0

Suite, Netcdf File, Size, Size (bytes)
u-ch427-n216-start-paper-20,,,
u-ch427-n216-start-paper-20,,Total Size,0

Suite, Netcdf File, Size, Size (bytes)
u-ch427-n216-start-paper-20,,,
u-ch427-n216-start-paper-20,,Total Size,0

Suite, Netcdf File, Size, Size (bytes)
u-ch427-n216-start-paper-20,,,
u-ch427-n216-start-paper-20,,Total Size,0

Suite, Netcdf File, Size, Size (bytes)
u-ch427-n216-start-paper-20,,,
u-ch427-n216-start-paper-20,,Total Size,0

Suite, Netcdf File, Size, Size (bytes)
u-ch427-n216-start-paper-20,,,
u-ch427-n216-start-paper-20,,Total Size,0

Suite, Netcdf File, Size, Size (bytes)
u-ch427-n216-start-paper-20,,,
u-ch427-n216-start-paper-20,,Total Size,0

Suite, Netcdf File, Size, Size (bytes)
u-ch427-n216-start-paper-20,,,
u-ch427-n216-start-paper-20,,Total Size,0

Suite, Netcdf File, Size, Size (bytes)
u-ch427-n216-start-paper-20,,,
u-ch427-n216-start-paper-20,,Total Size,0

Suite, Netcdf File, Size, Size (bytes)
u-ch427-n216-start-paper-20,,,
u-ch427-n216-start-paper-20,,Total Size,0

