Suite, Netcdf File, Size, Size (bytes)
u-ch427-n512-start-paper-09,,,
u-ch427-n512-start-paper-09,,Total Size,0

Suite, Netcdf File, Size, Size (bytes)
u-ch427-n512-start-paper-09,,,
u-ch427-n512-start-paper-09,,Total Size,0

Suite, Netcdf File, Size, Size (bytes)
u-ch427-n512-start-paper-09,,,
u-ch427-n512-start-paper-09,,Total Size,0

Suite, Netcdf File, Size, Size (bytes)
u-ch427-n512-start-paper-09,,,
u-ch427-n512-start-paper-09,,Total Size,0

Suite, Netcdf File, Size, Size (bytes)
u-ch427-n512-start-paper-09,,,
u-ch427-n512-start-paper-09,,Total Size,0

Suite, Netcdf File, Size, Size (bytes)
u-ch427-n512-start-paper-09,,,
u-ch427-n512-start-paper-09,,Total Size,0

Suite, Netcdf File, Size, Size (bytes)
u-ch427-n512-start-paper-09,,,
u-ch427-n512-start-paper-09,,Total Size,0

Suite, Netcdf File, Size, Size (bytes)
u-ch427-n512-start-paper-09,,,
u-ch427-n512-start-paper-09,,Total Size,0

Suite, Netcdf File, Size, Size (bytes)
u-ch427-n512-start-paper-09,,,
u-ch427-n512-start-paper-09,,Total Size,0

Suite, Netcdf File, Size, Size (bytes)
u-ch427-n512-start-paper-09,,,
u-ch427-n512-start-paper-09,,Total Size,0

Suite, Netcdf File, Size, Size (bytes)
u-ch427-n512-start-paper-09,,,
u-ch427-n512-start-paper-09,,Total Size,0

Suite, Netcdf File, Size, Size (bytes)
u-ch427-n512-start-paper-09,,,
u-ch427-n512-start-paper-09,,Total Size,0

Suite, Netcdf File, Size, Size (bytes)
u-ch427-n512-start-paper-09,,,
u-ch427-n512-start-paper-09,,Total Size,0

Suite, Netcdf File, Size, Size (bytes)
u-ch427-n512-start-paper-09,,,
u-ch427-n512-start-paper-09,,Total Size,0

Suite, Netcdf File, Size, Size (bytes)
u-ch427-n512-start-paper-09,,,
u-ch427-n512-start-paper-09,,Total Size,0

Suite, Netcdf File, Size, Size (bytes)
u-ch427-n512-start-paper-09,,,
u-ch427-n512-start-paper-09,,Total Size,0

Suite, Netcdf File, Size, Size (bytes)
u-ch427-n512-start-paper-09,,,
u-ch427-n512-start-paper-09,,Total Size,0

Suite, Netcdf File, Size, Size (bytes)
u-ch427-n512-start-paper-09,,,
u-ch427-n512-start-paper-09,,Total Size,0

Suite, Netcdf File, Size, Size (bytes)
u-ch427-n512-start-paper-09,,,
u-ch427-n512-start-paper-09,,Total Size,0

Suite, Netcdf File, Size, Size (bytes)
u-ch427-n512-start-paper-09,,,
u-ch427-n512-start-paper-09,,Total Size,0

