Suite, Netcdf File, Size, Size (bytes)
u-ch427-n1280-start-paper-00,,,
u-ch427-n1280-start-paper-00,,Total Size,0

Suite, Netcdf File, Size, Size (bytes)
u-ch427-n1280-start-paper-00,,,
u-ch427-n1280-start-paper-00,,Total Size,0

Suite, Netcdf File, Size, Size (bytes)
u-ch427-n1280-start-paper-00,,,
u-ch427-n1280-start-paper-00,,Total Size,0

Suite, Netcdf File, Size, Size (bytes)
u-ch427-n1280-start-paper-00,,,
u-ch427-n1280-start-paper-00,,Total Size,0

Suite, Netcdf File, Size, Size (bytes)
u-ch427-n1280-start-paper-00,,,
u-ch427-n1280-start-paper-00,,Total Size,0

