Suite, Netcdf File, Size, Size (bytes)
u-ch427-n96-start-paper-30,,,
u-ch427-n96-start-paper-30,,Total Size,0

Suite, Netcdf File, Size, Size (bytes)
u-ch427-n96-start-paper-30,,,
u-ch427-n96-start-paper-30,,Total Size,0

Suite, Netcdf File, Size, Size (bytes)
u-ch427-n96-start-paper-30,,,
u-ch427-n96-start-paper-30,,Total Size,0

Suite, Netcdf File, Size, Size (bytes)
u-ch427-n96-start-paper-30,,,
u-ch427-n96-start-paper-30,,Total Size,0

Suite, Netcdf File, Size, Size (bytes)
u-ch427-n96-start-paper-30,,,
u-ch427-n96-start-paper-30,,Total Size,0

