Suite, Netcdf File, Size, Size (bytes)
u-ch427-n512-start-paper-23,,,
u-ch427-n512-start-paper-23,,Total Size,0

Suite, Netcdf File, Size, Size (bytes)
u-ch427-n512-start-paper-23,,,
u-ch427-n512-start-paper-23,,Total Size,0

Suite, Netcdf File, Size, Size (bytes)
u-ch427-n512-start-paper-23,,,
u-ch427-n512-start-paper-23,,Total Size,0

Suite, Netcdf File, Size, Size (bytes)
u-ch427-n512-start-paper-23,,,
u-ch427-n512-start-paper-23,,Total Size,0

Suite, Netcdf File, Size, Size (bytes)
u-ch427-n512-start-paper-23,,,
u-ch427-n512-start-paper-23,,Total Size,0

