Suite, Netcdf File, Size, Size (bytes)
u-ch427-n512-start-paper-29,,,
u-ch427-n512-start-paper-29,,Total Size,0

Suite, Netcdf File, Size, Size (bytes)
u-ch427-n512-start-paper-29,,,
u-ch427-n512-start-paper-29,,Total Size,0

Suite, Netcdf File, Size, Size (bytes)
u-ch427-n512-start-paper-29,,,
u-ch427-n512-start-paper-29,,Total Size,0

Suite, Netcdf File, Size, Size (bytes)
u-ch427-n512-start-paper-29,,,
u-ch427-n512-start-paper-29,,Total Size,0

Suite, Netcdf File, Size, Size (bytes)
u-ch427-n512-start-paper-29,,,
u-ch427-n512-start-paper-29,,Total Size,0

Suite, Netcdf File, Size, Size (bytes)
u-ch427-n512-start-paper-29,,,
u-ch427-n512-start-paper-29,,Total Size,0

Suite, Netcdf File, Size, Size (bytes)
u-ch427-n512-start-paper-29,,,
u-ch427-n512-start-paper-29,,Total Size,0

Suite, Netcdf File, Size, Size (bytes)
u-ch427-n512-start-paper-29,,,
u-ch427-n512-start-paper-29,,Total Size,0

Suite, Netcdf File, Size, Size (bytes)
u-ch427-n512-start-paper-29,,,
u-ch427-n512-start-paper-29,,Total Size,0

Suite, Netcdf File, Size, Size (bytes)
u-ch427-n512-start-paper-29,,,
u-ch427-n512-start-paper-29,,Total Size,0

Suite, Netcdf File, Size, Size (bytes)
u-ch427-n512-start-paper-29,,,
u-ch427-n512-start-paper-29,,Total Size,0

Suite, Netcdf File, Size, Size (bytes)
u-ch427-n512-start-paper-29,,,
u-ch427-n512-start-paper-29,,Total Size,0

Suite, Netcdf File, Size, Size (bytes)
u-ch427-n512-start-paper-29,,,
u-ch427-n512-start-paper-29,,Total Size,0

Suite, Netcdf File, Size, Size (bytes)
u-ch427-n512-start-paper-29,,,
u-ch427-n512-start-paper-29,,Total Size,0

Suite, Netcdf File, Size, Size (bytes)
u-ch427-n512-start-paper-29,,,
u-ch427-n512-start-paper-29,,Total Size,0

Suite, Netcdf File, Size, Size (bytes)
u-ch427-n512-start-paper-29,,,
u-ch427-n512-start-paper-29,,Total Size,0

Suite, Netcdf File, Size, Size (bytes)
u-ch427-n512-start-paper-29,,,
u-ch427-n512-start-paper-29,,Total Size,0

Suite, Netcdf File, Size, Size (bytes)
u-ch427-n512-start-paper-29,,,
u-ch427-n512-start-paper-29,,Total Size,0

Suite, Netcdf File, Size, Size (bytes)
u-ch427-n512-start-paper-29,,,
u-ch427-n512-start-paper-29,,Total Size,0

Suite, Netcdf File, Size, Size (bytes)
u-ch427-n512-start-paper-29,,,
u-ch427-n512-start-paper-29,,Total Size,0

