Suite, Netcdf File, Size, Size (bytes)
u-ch427-n216-start-paper-50,,,
u-ch427-n216-start-paper-50,,Total Size,0

Suite, Netcdf File, Size, Size (bytes)
u-ch427-n216-start-paper-50,,,
u-ch427-n216-start-paper-50,,Total Size,0

Suite, Netcdf File, Size, Size (bytes)
u-ch427-n216-start-paper-50,,,
u-ch427-n216-start-paper-50,,Total Size,0

Suite, Netcdf File, Size, Size (bytes)
u-ch427-n216-start-paper-50,,,
u-ch427-n216-start-paper-50,,Total Size,0

Suite, Netcdf File, Size, Size (bytes)
u-ch427-n216-start-paper-50,,,
u-ch427-n216-start-paper-50,,Total Size,0

Suite, Netcdf File, Size, Size (bytes)
u-ch427-n216-start-paper-50,,,
u-ch427-n216-start-paper-50,,Total Size,0

Suite, Netcdf File, Size, Size (bytes)
u-ch427-n216-start-paper-50,,,
u-ch427-n216-start-paper-50,,Total Size,0

Suite, Netcdf File, Size, Size (bytes)
u-ch427-n216-start-paper-50,,,
u-ch427-n216-start-paper-50,,Total Size,0

Suite, Netcdf File, Size, Size (bytes)
u-ch427-n216-start-paper-50,,,
u-ch427-n216-start-paper-50,,Total Size,0

Suite, Netcdf File, Size, Size (bytes)
u-ch427-n216-start-paper-50,,,
u-ch427-n216-start-paper-50,,Total Size,0

Suite, Netcdf File, Size, Size (bytes)
u-ch427-n216-start-paper-50,,,
u-ch427-n216-start-paper-50,,Total Size,0

Suite, Netcdf File, Size, Size (bytes)
u-ch427-n216-start-paper-50,,,
u-ch427-n216-start-paper-50,,Total Size,0

Suite, Netcdf File, Size, Size (bytes)
u-ch427-n216-start-paper-50,,,
u-ch427-n216-start-paper-50,,Total Size,0

Suite, Netcdf File, Size, Size (bytes)
u-ch427-n216-start-paper-50,,,
u-ch427-n216-start-paper-50,,Total Size,0

Suite, Netcdf File, Size, Size (bytes)
u-ch427-n216-start-paper-50,,,
u-ch427-n216-start-paper-50,,Total Size,0

Suite, Netcdf File, Size, Size (bytes)
u-ch427-n216-start-paper-50,,,
u-ch427-n216-start-paper-50,,Total Size,0

Suite, Netcdf File, Size, Size (bytes)
u-ch427-n216-start-paper-50,,,
u-ch427-n216-start-paper-50,,Total Size,0

Suite, Netcdf File, Size, Size (bytes)
u-ch427-n216-start-paper-50,,,
u-ch427-n216-start-paper-50,,Total Size,0

Suite, Netcdf File, Size, Size (bytes)
u-ch427-n216-start-paper-50,,,
u-ch427-n216-start-paper-50,,Total Size,0

Suite, Netcdf File, Size, Size (bytes)
u-ch427-n216-start-paper-50,,,
u-ch427-n216-start-paper-50,,Total Size,0

