  238.8492, 238.9091, 238.8608, 238.9165, 238.926, 238.9906, 239.0332,     238.9337, 239.0763, 239.0039, 239.1435, 239.0887, 239.1496, 239.2758,     239.3356, 239.4069, 239.5266, 239.
7393, 239.6148, 239.509, 239.5237,     239.631, 239.5682, 239.2722, 239.4411, 239.22, 239.037, 238.9427,     238.887, 238.9351, 238.9274, 239.0402, 239.0505, 238.9793, 239.0382,     2
39.0403, 238.8467, 238.8659, 238.6646, 238.6716, 238.6352, 238.5126,     238.4453, 238.4494, 238.4396, 238.2284, 238.4185, 238.3029, 238.3621,     238.3252, 238.2324, 238.201, 238.210
6, 238.267, 238.3257, 238.4111,     238.3073, 238.2771, 238.4535, 238.4066, 238.3327, 238.5188, 238.3658,     238.438, 238.5704, 238.4436, 238.521, 238.3838, 238.4639, 238.4211,     2
38.3579, 238.6483, 238.5008, 238.4847, 238.7316, 238.7639, 238.6042,     238.6499, 238.7486, 238.6764, 238.7687, 238.9931, 238.7941, 238.9245,     239.0128, 239.0372, 239.0108, 238.98
1, 239.0105, 238.9868, 238.8876,     239.015, 239.1287, 238.922, 239.0788, 238.9125, 239.0737, 239.1301,     239.3668, 239.3044, 239.3197, 239.1732, 238.9112, 238.9689, 239.1252,     
239.243, 239.4008, 239.555, 239.772, 239.9303, 239.9346, 239.898,     239.8446, 239.7876, 240.1361, 240.2297, 239.9046, 240.1183, 240.31,     240.3702, 240.5175, 240.6703, 241.0155, 2
41.2152, 241.0455, 241.3936,     241.47, 241.4135, 241.6411, 241.4889, 241.5855, 241.8362, 242.0914,     241.8228, 241.835, 241.7551, 241.8714, 241.808, 241.7172, 241.7606,     241.97
8, 241.8277, 241.9764, 241.9189, 241.9691, 241.9897, 241.8864,     241.8141, 241.7525, 241.7789, 241.591, 241.6197, 241.4385, 241.4147,     241.5489, 241.3294, 241.2409, 241.3847, 241
.1216, 241.0723, 240.9308,     240.9163, 240.9528, 240.8132, 240.7017, 240.5352, 240.4451, 240.3992,     240.2315, 240.1862, 240.0252, 240.0266, 239.9114, 239.6696, 239.6142,     239.
6789, 239.4999, 239.4544, 239.4016, 239.3703, 239.1165, 239.1004,     239.343, 238.9545, 239.0256, 239.0099, 238.9787, 239.0022, 238.8138,     238.9927, 238.9541, 238.7899,  239.3409,
 239.3021, 239.2507, 239.1998, 239.1455, 239.0859, 239.0304,     238.9617, 238.8877, 238.8297, 238.7672, 238.6693, 238.5661, 238.4813,     238.3885, 238.3063, 238.214, 238.1288, 237.9
486, 237.8051, 237.6862,     237.4899, 237.2747, 237.178, 237.0534, 236.9958, 236.8538, 236.8865,     236.8887, 237.2099, 237.0849, 236.9901, 236.8489, 236.6539, 236.7868,     236.568
