Total Size,u-ch427-n512-max18-stdev-ens00,0,0
Total Size,u-ch427-n512-max18-stdev-ens01,1,0
Total Size,u-ch427-n512-max18-stdev-ens02,2,0
Total Size,u-ch427-n512-max18-stdev-ens03,3,0
Total Size,u-ch427-n512-max18-stdev-ens04,4,0
Total Size,u-ch427-n512-max18-stdev-ens05,5,0
Total Size,u-ch427-n512-max18-stdev-ens06,6,0
Total Size,u-ch427-n512-max18-stdev-ens07,7,0
Total Size,u-ch427-n512-max18-stdev-ens08,8,0
Total Size,u-ch427-n512-max18-stdev-ens09,9,0
Total Size,u-ch427-n512-max18-stdev-ens10,10,0
Total Size,u-ch427-n512-max18-stdev-ens11,11,0
Total Size,u-ch427-n512-max18-stdev-ens12,12,0
Total Size,u-ch427-n512-max18-stdev-ens13,13,0
Total Size,u-ch427-n512-max18-stdev-ens14,14,0
Total Size,u-ch427-n512-max18-stdev-ens15,15,0
Total Size,u-ch427-n512-max18-stdev-ens16,16,0
Total Size,u-ch427-n512-max18-stdev-ens17,17,0
Total Size,u-ch427-n512-max18-stdev-ens18,18,0
