Total Size,u-ch427-n1280-x-00,0,31951080
Total Size,u-ch427-n1280-x-01,1,3727840
Total Size,u-ch427-n1280-x-02,2,3712276
Total Size,u-ch427-n1280-x-03,3,3683360
Total Size,u-ch427-n1280-x-04,4,3461384
Total Size,u-ch427-n1280-x-05,5,3429356
Total Size,u-ch427-n1280-x-06,6,3419544
Total Size,u-ch427-n1280-x-07,7,3405024
Total Size,u-ch427-n1280-x-08,8,3369224
Total Size,u-ch427-n1280-x-09,9,3345028
