Suite, Netcdf File, Size, Size (bytes)
u-ch427-n1280-pack0-x0, test-all-fields-me,  63G ,65311476
, test-all-fields-me,  63G ,65154352
, test-all-fields-me,  63G ,65154356
, test-all-fields-me,  63G ,65154356
, test-all-fields-me,  63G ,65154352
, test-all-fields-me,  63G ,65154356
, test-all-fields-me,  63G ,65154352
, test-all-fields-me,  63G ,65154352
, test-all-fields-me,  63G ,65154352
, test-all-fields-me,  63G ,65154352
, test-all-fields-me,  63G ,65154352
, test-all-fields-me,  63G ,65154352
, test-all-fields-me,  63G ,65154352
, test-all-fields-me,  63G ,65154352
, test-all-fields-me,  63G ,65154356
, test-all-fields-me,  63G ,65154356
u-ch427-n1280-pack0-x0,,Total Size,1042626776

Suite, Netcdf File, Size, Size (bytes)
u-ch427-n1280-pack0-x1, test-all-fields-me,  24G ,24628900
, test-all-fields-me,  24G ,24531120
, test-all-fields-me,  24G ,24122636
, test-all-fields-me,  24G ,24303024
, test-all-fields-me,  24G ,24167004
, test-all-fields-me,  24G ,24666920
, test-all-fields-me,  25G ,25299368
, test-all-fields-me,  25G ,25538920
, test-all-fields-me,  24G ,25139152
, test-all-fields-me,  23G ,24034900
, test-all-fields-me,  24G ,24625828
, test-all-fields-me,  25G ,25709016
, test-all-fields-me,  25G ,26067964
, test-all-fields-me,  26G ,26780188
, test-all-fields-me,  24G ,24947164
, test-all-fields-me,  22G ,22097300
u-ch427-n1280-pack0-x1,,Total Size,396659404

Suite, Netcdf File, Size, Size (bytes)
u-ch427-n1280-pack0-x2,,,
u-ch427-n1280-pack0-x2,,Total Size,0

Suite, Netcdf File, Size, Size (bytes)
u-ch427-n1280-pack0-x3,,,
u-ch427-n1280-pack0-x3,,Total Size,0

Suite, Netcdf File, Size, Size (bytes)
u-ch427-n1280-pack0-x4,,,
u-ch427-n1280-pack0-x4,,Total Size,0

Suite, Netcdf File, Size, Size (bytes)
u-ch427-n1280-pack0-x5,,,
u-ch427-n1280-pack0-x5,,Total Size,0

Suite, Netcdf File, Size, Size (bytes)
u-ch427-n1280-pack0-x6,,,
u-ch427-n1280-pack0-x6,,Total Size,0

Suite, Netcdf File, Size, Size (bytes)
u-ch427-n1280-pack0-x7,,,
u-ch427-n1280-pack0-x7,,Total Size,0

Suite, Netcdf File, Size, Size (bytes)
u-ch427-n1280-pack0-x8,,,
u-ch427-n1280-pack0-x8,,Total Size,0

Suite, Netcdf File, Size, Size (bytes)
u-ch427-n1280-pack0-x9, test-all-fields-me,  23G ,24087360
, test-all-fields-me,  23G ,23970876
, test-all-fields-me,  23G ,23575424
, test-all-fields-me,  23G ,23758932
, test-all-fields-me,  23G ,23629436
, test-all-fields-me,  23G ,24098504
, test-all-fields-me,  24G ,24684024
, test-all-fields-me,  24G ,24901696
, test-all-fields-me,  24G ,24525412
, test-all-fields-me,  23G ,23511752
, test-all-fields-me,  23G ,24073032
, test-all-fields-me,  24G ,25113204
, test-all-fields-me,  25G ,25490916
, test-all-fields-me,  25G ,26195092
, test-all-fields-me,  24G ,24384764
, test-all-fields-me,  21G ,21614460
u-ch427-n1280-pack0-x9,,Total Size,387614884

