Total Size,u-ch427-n216-max18-single-ens00,0,0
Total Size,u-ch427-n216-max18-single-ens01,1,463728
Total Size,u-ch427-n216-max18-single-ens02,2,463728
Total Size,u-ch427-n216-max18-single-ens03,3,463728
Total Size,u-ch427-n216-max18-single-ens04,4,463728
Total Size,u-ch427-n216-max18-single-ens05,5,463728
Total Size,u-ch427-n216-max18-single-ens06,6,463728
Total Size,u-ch427-n216-max18-single-ens07,7,463728
Total Size,u-ch427-n216-max18-single-ens08,8,463728
Total Size,u-ch427-n216-max18-single-ens09,9,463728
Total Size,u-ch427-n216-max18-single-ens10,10,463728
Total Size,u-ch427-n216-max18-single-ens11,11,463728
Total Size,u-ch427-n216-max18-single-ens12,12,463728
Total Size,u-ch427-n216-max18-single-ens13,13,463728
Total Size,u-ch427-n216-max18-single-ens14,14,463728
Total Size,u-ch427-n216-max18-single-ens15,15,463728
Total Size,u-ch427-n216-max18-single-ens16,16,463728
Total Size,u-ch427-n216-max18-single-ens17,17,463728
Total Size,u-ch427-n216-max18-single-ens18,18,463728
