Total Size,u-ch427-n216-start-paper-01,0,30804704
Total Size,u-ch427-n216-start-paper-02,0,30804704
Total Size,u-ch427-n216-start-paper-03,0,30804704
Total Size,u-ch427-n216-start-paper-04,0,30804704
Total Size,u-ch427-n216-start-paper-05,0,30804704
Total Size,u-ch427-n216-start-paper-06,0,30804704
Total Size,u-ch427-n216-start-paper-07,0,30804704
Total Size,u-ch427-n216-start-paper-08,0,30804704
Total Size,u-ch427-n216-start-paper-09,0,30804704
Total Size,u-ch427-n216-start-paper-10,0,30804704
Total Size,u-ch427-n216-start-paper-20,0,30804704
Total Size,u-ch427-n216-start-paper-30,0,30804704
Total Size,u-ch427-n216-start-paper-50,0,30804704
Total Size,u-ch427-n216-start-paper-x0-00,0,8
Total Size,u-ch427-n216-start-paper-x0-01,0,24881616
Total Size,u-ch427-n216-start-paper-x0-02,0,24831904
Total Size,u-ch427-n216-start-paper-x0-03,0,24783132
Total Size,u-ch427-n216-start-paper-x0-04,0,24875936
Total Size,u-ch427-n216-start-paper-x0-05,0,24818312
Total Size,u-ch427-n216-start-paper-x0-06,0,24808452
Total Size,u-ch427-n216-start-paper-x0-07,0,24832820
Total Size,u-ch427-n216-start-paper-x0-08,0,24875972
Total Size,u-ch427-n216-start-paper-x0-09,0,24855968
Total Size,u-ch427-n216-start-paper-x0-10,0,24831416
Total Size,u-ch427-n216-start-paper-x0-11,0,24831904
Total Size,u-ch427-n216-start-paper-x0-12,0,24831904
Total Size,u-ch427-n216-start-paper-x0-13,0,24783132
Total Size,u-ch427-n216-start-paper-x0-14,0,24875936
Total Size,u-ch427-n216-start-paper-x0-15,0,24818312
Total Size,u-ch427-n216-start-paper-x0-16,0,24808452
Total Size,u-ch427-n216-start-paper-x0-17,0,24832820
Total Size,u-ch427-n216-start-paper-x0-21,0,24831904
Total Size,u-ch427-n216-start-paper-x0-22,0,24831904
Total Size,u-ch427-n216-start-paper-x0-23,0,24783132
Total Size,u-ch427-n216-start-paper-x0-30,0,24860316
Total Size,u-ch427-n216-start-paper-x0-50,0,24831936
Total Size,u-ch427-n216-template-start-paper,0,8
Total Size,u-ch427-n216-template-start-paper-00,0,30804704
Total Size,u-ch427-n216-template-start-paper-ms-00,0,61609432
Total Size,u-ch427-n216-template-start-paper-x-00,0,8
Total Size,u-ch427-n216-template-start-paper-x0-00,0,24831904
Total Size,u-ch427-n512-start-paper-00,0,8
Total Size,u-ch427-n512-start-paper-01,0,173054624
Total Size,u-ch427-n512-start-paper-02,0,173054624
Total Size,u-ch427-n512-start-paper-03,0,173054624
Total Size,u-ch427-n512-start-paper-04,0,173054624
Total Size,u-ch427-n512-start-paper-05,0,173054624
Total Size,u-ch427-n512-start-paper-06,0,173054624
Total Size,u-ch427-n512-start-paper-07,0,173054624
Total Size,u-ch427-n512-start-paper-08,0,173054624
Total Size,u-ch427-n512-start-paper-09,0,173054624
Total Size,u-ch427-n512-start-paper-10,0,173054624
Total Size,u-ch427-n512-start-paper-11,0,173054624
Total Size,u-ch427-n512-start-paper-12,0,173054624
Total Size,u-ch427-n512-start-paper-13,0,173054624
Total Size,u-ch427-n512-start-paper-14,0,173054624
Total Size,u-ch427-n512-start-paper-15,0,173054624
Total Size,u-ch427-n512-start-paper-16,0,173054624
Total Size,u-ch427-n512-start-paper-17,0,173054624
Total Size,u-ch427-n512-start-paper-18,0,173054624
Total Size,u-ch427-n512-start-paper-19,0,173054624
Total Size,u-ch427-n512-start-paper-20,0,173054624
Total Size,u-ch427-n512-start-paper-21,0,173054624
Total Size,u-ch427-n512-start-paper-22,0,173054624
Total Size,u-ch427-n512-start-paper-23,0,173054624
Total Size,u-ch427-n512-start-paper-24,0,173054624
Total Size,u-ch427-n512-start-paper-25,0,173054624
Total Size,u-ch427-n512-start-paper-26,0,173054624
Total Size,u-ch427-n512-start-paper-27,0,173054624
Total Size,u-ch427-n512-start-paper-28,0,173054624
Total Size,u-ch427-n512-start-paper-29,0,173054624
Total Size,u-ch427-n512-start-paper-30,0,173054624
Total Size,u-ch427-n512-start-paper-x0-00,0,8
Total Size,u-ch427-n512-start-paper-x0-01,0,136562096
Total Size,u-ch427-n512-start-paper-x0-02,0,136255312
Total Size,u-ch427-n512-start-paper-x0-03,0,135963580
Total Size,u-ch427-n512-start-paper-x0-04,0,136486276
Total Size,u-ch427-n512-start-paper-x0-10,0,136209724
Total Size,u-ch427-n512-start-paper-x0-11,0,136255312
Total Size,u-ch427-n512-start-paper-x0-12,0,136255312
Total Size,u-ch427-n512-start-paper-x0-13,0,135963580
Total Size,u-ch427-n512-start-paper-x0-14,0,136486276
Total Size,u-ch427-n512-start-paper-x0-15,0,136149940
Total Size,u-ch427-n512-start-paper-x0-16,0,136093056
Total Size,u-ch427-n512-start-paper-x0-17,0,136228204
Total Size,u-ch427-n512-start-paper-x0-18,0,136470028
Total Size,u-ch427-n512-start-paper-x0-19,0,136351792
Total Size,u-ch427-n512-start-paper-x0-20,0,136240080
Total Size,u-ch427-n512-start-paper-x0-21,0,136255312
Total Size,u-ch427-n512-start-paper-x0-22,0,136255312
Total Size,u-ch427-n512-start-paper-x0-23,0,135963580
Total Size,u-ch427-n512-start-paper-x0-24,0,136486276
Total Size,u-ch427-n512-start-paper-x0-25,0,136149940
Total Size,u-ch427-n512-start-paper-x0-26,0,136093056
Total Size,u-ch427-n512-start-paper-x0-27,0,136228204
Total Size,u-ch427-n512-start-paper-x0-28,0,136470028
Total Size,u-ch427-n512-start-paper-x0-29,0,136351792
Total Size,u-ch427-n512-start-paper-x0-30,0,136361200
Total Size,u-ch427-n512-template-start-paper,0,8
Total Size,u-ch427-n512-template-start-paper-00,0,173054624
Total Size,u-ch427-n512-template-start-paper-ms-00,0,346109240
Total Size,u-ch427-n512-template-start-paper-x-00,0,8
Total Size,u-ch427-n512-template-start-paper-x0-00,0,136255312
Total Size,u-ch427-n512-template-start-paper-x5-00,0,136255312
Total Size,u-ch427-n96-start-paper,0,6086324
Total Size,u-ch427-n96-start-paper-00,0,6086324
Total Size,u-ch427-n96-start-paper-01,0,6086324
Total Size,u-ch427-n96-start-paper-02,0,6086324
Total Size,u-ch427-n96-start-paper-03,0,6086324
Total Size,u-ch427-n96-start-paper-04,0,6086324
Total Size,u-ch427-n96-start-paper-05,0,6086324
Total Size,u-ch427-n96-start-paper-06,0,6086324
Total Size,u-ch427-n96-start-paper-07,0,6086324
Total Size,u-ch427-n96-start-paper-08,0,6086324
Total Size,u-ch427-n96-start-paper-09,0,6086324
Total Size,u-ch427-n96-start-paper-10,0,6086324
Total Size,u-ch427-n96-start-paper-100,0,6086324
Total Size,u-ch427-n96-start-paper-150,0,8
Total Size,u-ch427-n96-start-paper-20,0,6086324
Total Size,u-ch427-n96-start-paper-200,0,8
Total Size,u-ch427-n96-start-paper-30,0,6086324
Total Size,u-ch427-n96-start-paper-50,0,6086324
Total Size,u-ch427-n96-start-paper-97,0,6086324
Total Size,u-ch427-n96-start-paper-98,0,6086324
Total Size,u-ch427-n96-start-paper-99,0,6086324
Total Size,u-ch427-n96-start-paper-x0-00,0,8
Total Size,u-ch427-n96-start-paper-x0-01,0,4986144
Total Size,u-ch427-n96-start-paper-x0-02,0,4977876
Total Size,u-ch427-n96-start-paper-x0-03,0,4969124
Total Size,u-ch427-n96-start-paper-x0-04,0,4987388
Total Size,u-ch427-n96-start-paper-x0-05,0,4976544
Total Size,u-ch427-n96-start-paper-x0-06,0,4974712
Total Size,u-ch427-n96-start-paper-x0-07,0,4979444
Total Size,u-ch427-n96-start-paper-x0-08,0,4988020
Total Size,u-ch427-n96-start-paper-x0-09,0,4984284
Total Size,u-ch427-n96-start-paper-x0-10,0,4979668
Total Size,u-ch427-n96-start-paper-x0-100,0,4980912
Total Size,u-ch427-n96-start-paper-x0-11,0,4977876
Total Size,u-ch427-n96-start-paper-x0-12,0,4977876
Total Size,u-ch427-n96-start-paper-x0-13,0,4969124
Total Size,u-ch427-n96-start-paper-x0-14,0,4987388
Total Size,u-ch427-n96-start-paper-x0-15,0,4976544
Total Size,u-ch427-n96-start-paper-x0-16,0,4974712
Total Size,u-ch427-n96-start-paper-x0-17,0,4979444
Total Size,u-ch427-n96-start-paper-x0-18,0,4988020
Total Size,u-ch427-n96-start-paper-x0-19,0,4984284
Total Size,u-ch427-n96-start-paper-x0-20,0,4981404
Total Size,u-ch427-n96-start-paper-x0-21,0,4977876
Total Size,u-ch427-n96-start-paper-x0-22,0,4977876
Total Size,u-ch427-n96-start-paper-x0-23,0,4969124
Total Size,u-ch427-n96-start-paper-x0-24,0,4987388
Total Size,u-ch427-n96-start-paper-x0-25,0,4976544
Total Size,u-ch427-n96-start-paper-x0-26,0,4974712
Total Size,u-ch427-n96-start-paper-x0-27,0,4979444
Total Size,u-ch427-n96-start-paper-x0-50,0,4980296
Total Size,u-ch427-n96-start-paper-x0-97,0,8
Total Size,u-ch427-n96-start-paper-x0-98,0,8
Total Size,u-ch427-n96-start-paper-x0-99,0,8
Total Size,u-ch427-n96-template-start-paper,0,8
Total Size,u-ch427-n96-template-start-paper-00,0,8983396
Total Size,u-ch427-n96-template-start-paper-ms-00,0,15069716
Total Size,u-ch427-n96-template-start-paper-prec-00,0,3044160
Total Size,u-ch427-n96-template-start-paper-x-00,0,8
Total Size,u-ch427-n96-template-start-paper-x0-00,0,4977876
Total Size,u-ch427-n96-template-start-paper-x0-prec-00,0,2303108
Total Size,u-ch427-n96-template-start-paper-x5-00,0,4977876
