Suite, Netcdf File, Size, Size (bytes)
u-ch427-n512-max18-mf-ens00,,,,
, test-m01s08i023.nc, 289M , 302057260 ,294984
, test-m01s08i208.nc, 289M , 302057311 ,294984
, test-m01s08i209.nc, 289M , 302057308 ,294984
, test-m01s08i231.nc, 289M , 302057335 ,294984
, test-m01s08i233.nc, 289M , 302057336 ,294984
, test-m01s08i234.nc, 289M , 302057272 ,294984
, test-m01s08i235.nc, 289M , 302057335 ,294984
, test-m01s15i215.nc, 289M , 302450446 ,295368
, test-m01s16i222.nc, 289M , 302057229 ,294984
, test-m01s30i402.nc, 289M , 302057045 ,294984
, test-m01s30i403.nc, 289M , 302057024 ,294984
, test-m01s30i404.nc, 289M , 302057321 ,294984
, test-m01s30i405.nc, 289M , 302057324 ,294984
, test-m01s30i406.nc, 289M , 302056865 ,294984
, test-m01s30i407.nc, 289M , 302057048 ,294984
, test-m01s30i408.nc, 289M , 302057048 ,294984
, test-m01s30i419.nc, 289M , 302057027 ,294984
, test-m01s30i420.nc, 289M , 302057046 ,294984
, test-m01s30i421.nc, 289M , 302057045 ,294984
, test-m01s30i428.nc, 289M , 302057048 ,294984
, test-m01s30i429.nc, 289M , 302057048 ,294984
u-ch427-n512-max18-mf-ens02,,Total Size,33833941179,33041664

Suite, Netcdf File, Size, Size (bytes)
u-ch427-n512-max18-mf-ens03, test-m01s00i023.nc, 337M , 352388904 ,344136
, test-m01s00i024.nc, 337M , 352388668 ,344136
, test-m01s00i025.nc, 337M , 352388683 ,344136
, test-m01s00i028.nc, 337M , 352388978 ,344136
, test-m01s00i029.nc, 337M , 352847475 ,344584
, test-m01s00i030.nc, 337M , 352388921 ,344136
, test-m01s00i031.nc, 337M , 352388674 ,344136
, test-m01s00i032.nc, 337M , 352388967 ,344136
, test-m01s00i033.nc, 337M , 352388906 ,344136
, test-m01s00i409.nc, 337M , 352388926 ,344136
, test-m01s00i507.nc, 337M , 352388973 ,344136
, test-m01s00i508.nc, 337M , 352388635 ,344136
, test-m01s00i509.nc, 337M , 352388949 ,344136
, test-m01s01i201.nc, 337M , 352388978 ,344136
, test-m01s01i203.nc, 337M , 352388978 ,344136
, test-m01s01i207.nc, 337M , 352388969 ,344136
, test-m01s01i208.nc, 337M , 352388509 ,344136
, test-m01s01i209.nc, 337M , 352388726 ,344136
, test-m01s01i210.nc, 337M , 352388778 ,344136
, test-m01s01i211.nc, 337M , 352388599 ,344136
, test-m01s01i235.nc, 337M , 352388978 ,344136
, test-m01s01i245.nc, 337M , 352388696 ,344136
, test-m01s01i246.nc, 337M , 352388683 ,344136
, test-m01s01i254.nc, 337M , 352388695 ,344136
, test-m01s01i255.nc, 337M , 352388681 ,344136
, test-m01s01i260.nc, 337M , 352388684 ,344136
, test-m01s01i280.nc, 337M , 352388696 ,344136
, test-m01s01i281.nc, 337M , 352388682 ,344136
, test-m01s01i298.nc, 337M , 352388677 ,344136
, test-m01s01i299.nc, 337M , 352388679 ,344136
, test-m01s02i201.nc, 337M , 352388969 ,344136
, test-m01s02i203.nc, 337M , 352388977 ,344136
, test-m01s02i204.nc, 337M , 352388668 ,344136
, test-m01s02i205.nc, 337M , 352388508 ,344136
, test-m01s02i206.nc, 337M , 352388725 ,344136
, test-m01s02i207.nc, 337M , 352388976 ,344136
, test-m01s02i208.nc, 337M , 352388777 ,344136
, test-m01s03i201.nc, 337M , 352388972 ,344136
, test-m01s03i217.nc, 337M , 352388976 ,344136
, test-m01s03i223.nc, 337M , 352388986 ,344136
, test-m01s03i224.nc, 337M , 352388721 ,344136
, test-m01s03i225.nc, 337M , 352847720 ,344584
, test-m01s03i226.nc, 337M , 352847721 ,344584
, test-m01s03i227.nc, 337M , 352847673 ,344584
, test-m01s03i228.nc, 337M , 352388976 ,344136
, test-m01s03i231.nc, 337M , 352388687 ,344136
, test-m01s03i232.nc, 337M , 352388699 ,344136
, test-m01s03i234.nc, 337M , 352388974 ,344136
, test-m01s03i235.nc, 337M , 352388684 ,344136
, test-m01s03i236.nc, 337M , 352388946 ,344136
, test-m01s03i237.nc, 337M , 352388906 ,344136
, test-m01s03i245.nc, 337M , 352388905 ,344136
, test-m01s03i258.nc, 337M , 352388970 ,344136
, test-m01s03i261.nc, 337M , 352388729 ,344136
, test-m01s03i293.nc, 337M , 352388989 ,344136
, test-m01s03i296.nc, 337M , 352388993 ,344136
, test-m01s03i297.nc, 337M , 352388995 ,344136
, test-m01s03i298.nc, 337M , 352388981 ,344136
, test-m01s03i304.nc, 337M , 352388669 ,344136
, test-m01s03i305.nc, 337M , 352388911 ,344136
, test-m01s03i306.nc, 337M , 352388669 ,344136
, test-m01s03i307.nc, 337M , 352388919 ,344136
, test-m01s03i308.nc, 337M , 352388672 ,344136
, test-m01s03i309.nc, 337M , 352388660 ,344136
, test-m01s03i310.nc, 337M , 352388645 ,344136
, test-m01s03i332.nc, 337M , 352388966 ,344136
, test-m01s03i340.nc, 337M , 352388654 ,344136
, test-m01s03i353.nc, 337M , 352388699 ,344136
, test-m01s03i365.nc, 337M , 352847437 ,344584
, test-m01s03i366.nc, 337M , 352847437 ,344584
, test-m01s03i367.nc, 337M , 352847434 ,344584
, test-m01s03i392.nc, 337M , 352388677 ,344136
, test-m01s03i394.nc, 337M , 352847436 ,344584
, test-m01s03i395.nc, 337M , 352388946 ,344136
, test-m01s03i662.nc, 337M , 352388696 ,344136
, test-m01s03i663.nc, 337M , 352388696 ,344136
, test-m01s04i203.nc, 337M , 352388985 ,344136
, test-m01s04i204.nc, 337M , 352388985 ,344136
, test-m01s05i205.nc, 337M , 352388985 ,344136
, test-m01s05i206.nc, 337M , 352388985 ,344136
, test-m01s05i214.nc, 337M , 352388914 ,344136
, test-m01s05i215.nc, 337M , 352388914 ,344136
, test-m01s05i216.nc, 337M , 352388919 ,344136
, test-m01s05i231.nc, 337M , 352388672 ,344136
, test-m01s05i232.nc, 337M , 352388660 ,344136
, test-m01s05i269.nc, 337M , 352388923 ,344136
, test-m01s05i270.nc, 337M , 352388648 ,344136
, test-m01s05i272.nc, 337M , 352388654 ,344136
, test-m01s05i277.nc, 337M , 352388699 ,344136
, test-m01s05i278.nc, 337M , 352388699 ,344136
, test-m01s05i279.nc, 337M , 352388699 ,344136
, test-m01s08i023.nc, 337M , 352388908 ,344136
, test-m01s08i208.nc, 337M , 352388959 ,344136
, test-m01s08i209.nc, 337M , 352388956 ,344136
, test-m01s08i231.nc, 337M , 352388983 ,344136
, test-m01s08i233.nc, 337M , 352388984 ,344136
, test-m01s08i234.nc, 337M , 352388920 ,344136
, test-m01s08i235.nc, 337M , 352388983 ,344136
, test-m01s15i215.nc, 337M , 352847630 ,344584
, test-m01s16i222.nc, 337M , 352388877 ,344136
, test-m01s30i402.nc, 337M , 352388693 ,344136
, test-m01s30i403.nc, 337M , 352388672 ,344136
, test-m01s30i404.nc, 337M , 352388969 ,344136
, test-m01s30i405.nc, 337M , 352388972 ,344136
, test-m01s30i406.nc, 337M , 352388513 ,344136
, test-m01s30i407.nc, 337M , 352388696 ,344136
, test-m01s30i408.nc, 337M , 352388696 ,344136
, test-m01s30i419.nc, 337M , 352388675 ,344136
, test-m01s30i420.nc, 337M , 352388694 ,344136
, test-m01s30i421.nc, 337M , 352388693 ,344136
, test-m01s30i428.nc, 337M , 352388696 ,344136
, test-m01s30i429.nc, 337M , 352388696 ,344136
u-ch427-n512-max18-mf-ens03,,Total Size,39471675579,38547264

Suite, Netcdf File, Size, Size (bytes)
u-ch427-n512-max18-mf-ens04, test-m01s00i023.nc, 385M , 402720552 ,393288
, test-m01s00i024.nc, 385M , 402720316 ,393288
, test-m01s00i025.nc, 385M , 402720331 ,393288
, test-m01s00i028.nc, 385M , 402720626 ,393288
, test-m01s00i029.nc, 385M , 403244659 ,393800
, test-m01s00i030.nc, 385M , 402720569 ,393288
, test-m01s00i031.nc, 385M , 402720322 ,393288
, test-m01s00i032.nc, 385M , 402720615 ,393288
, test-m01s00i033.nc, 385M , 402720554 ,393288
, test-m01s00i409.nc, 385M , 402720574 ,393288
, test-m01s00i507.nc, 385M , 402720621 ,393288
, test-m01s00i508.nc, 385M , 402720283 ,393288
, test-m01s00i509.nc, 385M , 402720597 ,393288
, test-m01s01i201.nc, 385M , 402720626 ,393288
, test-m01s01i203.nc, 385M , 402720626 ,393288
, test-m01s01i207.nc, 385M , 402720617 ,393288
, test-m01s01i208.nc, 385M , 402720157 ,393288
, test-m01s01i209.nc, 385M , 402720374 ,393288
, test-m01s01i210.nc, 385M , 402720426 ,393288
, test-m01s01i211.nc, 385M , 402720247 ,393288
, test-m01s01i235.nc, 385M , 402720626 ,393288
, test-m01s01i245.nc, 385M , 402720344 ,393288
, test-m01s01i246.nc, 385M , 402720331 ,393288
, test-m01s01i254.nc, 385M , 402720343 ,393288
, test-m01s01i255.nc, 385M , 402720329 ,393288
, test-m01s01i260.nc, 385M , 402720332 ,393288
, test-m01s01i280.nc, 385M , 402720344 ,393288
, test-m01s01i281.nc, 385M , 402720330 ,393288
, test-m01s01i298.nc, 385M , 402720325 ,393288
, test-m01s01i299.nc, 385M , 402720327 ,393288
, test-m01s02i201.nc, 385M , 402720617 ,393288
, test-m01s02i203.nc, 385M , 402720625 ,393288
, test-m01s02i204.nc, 385M , 402720316 ,393288
, test-m01s02i205.nc, 385M , 402720156 ,393288
, test-m01s02i206.nc, 385M , 402720373 ,393288
, test-m01s02i207.nc, 385M , 402720624 ,393288
, test-m01s02i208.nc, 385M , 402720425 ,393288
, test-m01s03i201.nc, 385M , 402720620 ,393288
, test-m01s03i217.nc, 385M , 402720624 ,393288
, test-m01s03i223.nc, 385M , 402720634 ,393288
, test-m01s03i224.nc, 385M , 402720369 ,393288
, test-m01s03i225.nc, 385M , 403244904 ,393800
, test-m01s03i226.nc, 385M , 403244905 ,393800
, test-m01s03i227.nc, 385M , 403244857 ,393800
, test-m01s03i228.nc, 385M , 402720624 ,393288
, test-m01s03i231.nc, 385M , 402720335 ,393288
, test-m01s03i232.nc, 385M , 402720347 ,393288
, test-m01s03i234.nc, 385M , 402720622 ,393288
, test-m01s03i235.nc, 385M , 402720332 ,393288
, test-m01s03i236.nc, 385M , 402720594 ,393288
, test-m01s03i237.nc, 385M , 402720554 ,393288
, test-m01s03i245.nc, 385M , 402720553 ,393288
, test-m01s03i258.nc, 385M , 402720618 ,393288
, test-m01s03i261.nc, 385M , 402720377 ,393288
, test-m01s03i293.nc, 385M , 402720637 ,393288
, test-m01s03i296.nc, 385M , 402720641 ,393288
, test-m01s03i297.nc, 385M , 402720643 ,393288
, test-m01s03i298.nc, 385M , 402720629 ,393288
, test-m01s03i304.nc, 385M , 402720317 ,393288
, test-m01s03i305.nc, 385M , 402720559 ,393288
, test-m01s03i306.nc, 385M , 402720317 ,393288
, test-m01s03i307.nc, 385M , 402720567 ,393288
, test-m01s03i308.nc, 385M , 402720320 ,393288
, test-m01s03i309.nc, 385M , 402720308 ,393288
, test-m01s03i310.nc, 385M , 402720293 ,393288
, test-m01s03i332.nc, 385M , 402720614 ,393288
, test-m01s03i340.nc, 385M , 402720302 ,393288
, test-m01s03i353.nc, 385M , 402720347 ,393288
, test-m01s03i365.nc, 385M , 403244621 ,393800
, test-m01s03i366.nc, 385M , 403244621 ,393800
, test-m01s03i367.nc, 385M , 403244618 ,393800
, test-m01s03i392.nc, 385M , 402720325 ,393288
, test-m01s03i394.nc, 385M , 403244620 ,393800
, test-m01s03i395.nc, 385M , 402720594 ,393288
, test-m01s03i662.nc, 385M , 402720344 ,393288
, test-m01s03i663.nc, 385M , 402720344 ,393288
, test-m01s04i203.nc, 385M , 402720633 ,393288
, test-m01s04i204.nc, 385M , 402720633 ,393288
, test-m01s05i205.nc, 385M , 402720633 ,393288
, test-m01s05i206.nc, 385M , 402720633 ,393288
, test-m01s05i214.nc, 385M , 402720562 ,393288
, test-m01s05i215.nc, 385M , 402720562 ,393288
, test-m01s05i216.nc, 385M , 402720567 ,393288
, test-m01s05i231.nc, 385M , 402720320 ,393288
, test-m01s05i232.nc, 385M , 402720308 ,393288
, test-m01s05i269.nc, 385M , 402720571 ,393288
, test-m01s05i270.nc, 385M , 402720296 ,393288
, test-m01s05i272.nc, 385M , 402720302 ,393288
, test-m01s05i277.nc, 385M , 402720347 ,393288
, test-m01s05i278.nc, 385M , 402720347 ,393288
, test-m01s05i279.nc, 385M , 402720347 ,393288
, test-m01s08i023.nc, 385M , 402720556 ,393288
, test-m01s08i208.nc, 385M , 402720607 ,393288
, test-m01s08i209.nc, 385M , 402720604 ,393288
, test-m01s08i231.nc, 385M , 402720631 ,393288
, test-m01s08i233.nc, 385M , 402720632 ,393288
, test-m01s08i234.nc, 385M , 402720568 ,393288
, test-m01s08i235.nc, 385M , 402720631 ,393288
, test-m01s15i215.nc, 385M , 403244814 ,393800
, test-m01s16i222.nc, 385M , 402720525 ,393288
, test-m01s30i402.nc, 385M , 402720341 ,393288
, test-m01s30i403.nc, 385M , 402720320 ,393288
, test-m01s30i404.nc, 385M , 402720617 ,393288
, test-m01s30i405.nc, 385M , 402720620 ,393288
, test-m01s30i406.nc, 385M , 402720161 ,393288
, test-m01s30i407.nc, 385M , 402720344 ,393288
, test-m01s30i408.nc, 385M , 402720344 ,393288
, test-m01s30i419.nc, 385M , 402720323 ,393288
, test-m01s30i420.nc, 385M , 402720342 ,393288
, test-m01s30i421.nc, 385M , 402720341 ,393288
, test-m01s30i428.nc, 385M , 402720344 ,393288
, test-m01s30i429.nc, 385M , 402720344 ,393288
u-ch427-n512-max18-mf-ens04,,Total Size,45109409979,44052864

Suite, Netcdf File, Size, Size (bytes)
u-ch427-n512-max18-mf-ens05, test-m01s00i023.nc, 433M , 453052200 ,442440
, test-m01s00i024.nc, 433M , 453051964 ,442440
, test-m01s00i025.nc, 433M , 453051979 ,442440
, test-m01s00i028.nc, 433M , 453052274 ,442440
, test-m01s00i029.nc, 433M , 453641843 ,443016
, test-m01s00i030.nc, 433M , 453052217 ,442440
, test-m01s00i031.nc, 433M , 453051970 ,442440
, test-m01s00i032.nc, 433M , 453052263 ,442440
, test-m01s00i033.nc, 433M , 453052202 ,442440
, test-m01s00i409.nc, 433M , 453052222 ,442440
, test-m01s00i507.nc, 433M , 453052269 ,442440
, test-m01s00i508.nc, 433M , 453051931 ,442440
, test-m01s00i509.nc, 433M , 453052245 ,442440
, test-m01s01i201.nc, 433M , 453052274 ,442440
, test-m01s01i203.nc, 433M , 453052274 ,442440
, test-m01s01i207.nc, 433M , 453052265 ,442440
, test-m01s01i208.nc, 433M , 453051805 ,442440
, test-m01s01i209.nc, 433M , 453052022 ,442440
, test-m01s01i210.nc, 433M , 453052074 ,442440
, test-m01s01i211.nc, 433M , 453051895 ,442440
, test-m01s01i235.nc, 433M , 453052274 ,442440
, test-m01s01i245.nc, 433M , 453051992 ,442440
, test-m01s01i246.nc, 433M , 453051979 ,442440
, test-m01s01i254.nc, 433M , 453051991 ,442440
, test-m01s01i255.nc, 433M , 453051977 ,442440
, test-m01s01i260.nc, 433M , 453051980 ,442440
, test-m01s01i280.nc, 433M , 453051992 ,442440
, test-m01s01i281.nc, 433M , 453051978 ,442440
, test-m01s01i298.nc, 433M , 453051973 ,442440
, test-m01s01i299.nc, 433M , 453051975 ,442440
, test-m01s02i201.nc, 433M , 453052265 ,442440
, test-m01s02i203.nc, 433M , 453052273 ,442440
, test-m01s02i204.nc, 433M , 453051964 ,442440
, test-m01s02i205.nc, 433M , 453051804 ,442440
, test-m01s02i206.nc, 433M , 453052021 ,442440
, test-m01s02i207.nc, 433M , 453052272 ,442440
, test-m01s02i208.nc, 433M , 453052073 ,442440
, test-m01s03i201.nc, 433M , 453052268 ,442440
, test-m01s03i217.nc, 433M , 453052272 ,442440
, test-m01s03i223.nc, 433M , 453052282 ,442440
, test-m01s03i224.nc, 433M , 453052017 ,442440
, test-m01s03i225.nc, 433M , 453642088 ,443016
, test-m01s03i226.nc, 433M , 453642089 ,443016
, test-m01s03i227.nc, 433M , 453642041 ,443016
, test-m01s03i228.nc, 433M , 453052272 ,442440
, test-m01s03i231.nc, 433M , 453051983 ,442440
, test-m01s03i232.nc, 433M , 453051995 ,442440
, test-m01s03i234.nc, 433M , 453052270 ,442440
, test-m01s03i235.nc, 433M , 453051980 ,442440
, test-m01s03i236.nc, 433M , 453052242 ,442440
, test-m01s03i237.nc, 433M , 453052202 ,442440
, test-m01s03i245.nc, 433M , 453052201 ,442440
, test-m01s03i258.nc, 433M , 453052266 ,442440
