Total Size,u-ch427-n96-max18-stdev-one-ens00,0,0
Total Size,u-ch427-n96-max18-stdev-one-ens01,1,834372
Total Size,u-ch427-n96-max18-stdev-one-ens02,2,834372
Total Size,u-ch427-n96-max18-stdev-one-ens03,3,834372
Total Size,u-ch427-n96-max18-stdev-one-ens04,4,834372
Total Size,u-ch427-n96-max18-stdev-one-ens05,5,834372
Total Size,u-ch427-n96-max18-stdev-one-ens06,6,834372
Total Size,u-ch427-n96-max18-stdev-one-ens07,7,834372
Total Size,u-ch427-n96-max18-stdev-one-ens08,8,834372
Total Size,u-ch427-n96-max18-stdev-one-ens09,9,834372
Total Size,u-ch427-n96-max18-stdev-one-ens10,10,834372
Total Size,u-ch427-n96-max18-stdev-one-ens11,11,834372
Total Size,u-ch427-n96-max18-stdev-one-ens12,12,834372
Total Size,u-ch427-n96-max18-stdev-one-ens13,13,834372
Total Size,u-ch427-n96-max18-stdev-one-ens14,14,834368
Total Size,u-ch427-n96-max18-stdev-one-ens15,15,834376
Total Size,u-ch427-n96-max18-stdev-one-ens16,16,834372
Total Size,u-ch427-n96-max18-stdev-one-ens17,17,834372
Total Size,u-ch427-n96-max18-stdev-one-ens18,18,834372
