Total Size,u-ch427-n216-max18-stdev-one-ens00,0,0
Total Size,u-ch427-n216-max18-stdev-one-ens01,1,3764384
Total Size,u-ch427-n216-max18-stdev-one-ens02,2,3764388
Total Size,u-ch427-n216-max18-stdev-one-ens03,3,3764384
Total Size,u-ch427-n216-max18-stdev-one-ens04,4,3764384
Total Size,u-ch427-n216-max18-stdev-one-ens05,5,3764384
Total Size,u-ch427-n216-max18-stdev-one-ens06,6,3764384
Total Size,u-ch427-n216-max18-stdev-one-ens07,7,3764384
Total Size,u-ch427-n216-max18-stdev-one-ens08,8,3764384
Total Size,u-ch427-n216-max18-stdev-one-ens09,9,3764384
Total Size,u-ch427-n216-max18-stdev-one-ens10,10,3764384
Total Size,u-ch427-n216-max18-stdev-one-ens11,11,3764384
Total Size,u-ch427-n216-max18-stdev-one-ens12,12,3764384
Total Size,u-ch427-n216-max18-stdev-one-ens13,13,3764384
Total Size,u-ch427-n216-max18-stdev-one-ens14,14,3764384
Total Size,u-ch427-n216-max18-stdev-one-ens15,15,3764392
Total Size,u-ch427-n216-max18-stdev-one-ens16,16,3764384
Total Size,u-ch427-n216-max18-stdev-one-ens17,17,3764384
Total Size,u-ch427-n216-max18-stdev-one-ens18,18,3764384
