Total Size,u-ch427-n1280-pack0-x0,0,1042626680
Total Size,u-ch427-n1280-pack0-x1,1,396656752
Total Size,u-ch427-n1280-pack0-x2,2,395216476
Total Size,u-ch427-n1280-pack0-x3,3,393720420
Total Size,u-ch427-n1280-pack0-x4,4,390449444
Total Size,u-ch427-n1280-pack0-x5,5,389481076
Total Size,u-ch427-n1280-pack0-x6,6,388831464
Total Size,u-ch427-n1280-pack0-x7,7,388530200
Total Size,u-ch427-n1280-pack0-x8,8,387900788
Total Size,u-ch427-n1280-pack0-x9,9,387614860
