SUITE,TIME,INITIAL,TIME-INITIAL,TIME-INITIAL-TOOK1,ENSEMBLE,RESOLUTION,NODES,JOB_SUBMIT_TIME,JOB_INIT_TIME,JOB_EXIT_TIME,JOB_STATUS,JOB_ID,JOB_PID,TOOK,PROCX,PROCY,XIOS_NPROC
final-total-all-suites.csv,,,,,,,,,,,,,,,,,
mean,,,,,,,,,,,,,,,,,
ms,,,,,,,,,,,,,,,,,
n1280,,,,,,,,,,,,,,,,,
n216-ens,,,,,,,,,,,,,,,,,
n216-paper,,,,,,,,,,,,,,,,,
n512-ens,,,,,,,,,,,,,,,,,
n512-paper,,,,,,,,,,,,,,,,,
n96-ens,,,,,,,,,,,,,,,,,
n96-paper,,,,,,,,,,,,,,,,,
old-xml-scripts,,,,,,,,,,,,,,,,,
paper-pack,,,,,,,,,,,,,,,,,
scripts,,,,,,,,,,,,,,,,,
server,,,,,,,,,,,,,,,,,
stdev,,,,,,,,,,,,,,,,,
test,,,,,,,,,,,,,,,,,
total,,,,,,,,,,,,,,,,,
u-ch427-n1280-v2-x5-orig8-09, 1818.067 ,420.37,,,1,,126,2022-10-15T23:00:16Z,2022-10-16T00:05:23Z,2022-10-16T00:37:44Z,SUCCEEDED,2455743,142722,1.977,94,64,64
u-ch427-n1280-v2-x-ms-00, 2014.111 ,359.15,,,1,,126,2022-10-09T14:10:33Z,2022-10-09T14:10:44Z,2022-10-09T14:46:00Z,SUCCEEDED,2424757,71203,9.908,94,64,64
u-ch427-n1280-v2-x-ms-01, 2628.400 ,658.07,,,1,,126,2022-10-10T02:09:26Z,2022-10-10T02:09:45Z,2022-10-10T02:56:28Z,SUCCEEDED,2426765,63581,16.970,94,64,64
u-ch427-n1280-v2-x-ms-02, 2049.767 ,360.90,,,1,,126,2022-10-10T16:35:00Z,2022-10-10T18:40:02Z,2022-10-10T19:17:02Z,SUCCEEDED,2430199,141866,7.366,94,64,64
u-ch427-n1280-v2-x-ms-03, 2311.585 ,444.82,,,1,,126,2022-10-10T12:58:13Z,2022-10-10T18:06:59Z,2022-10-10T18:48:23Z,SUCCEEDED,2428866,195221,6.621,94,64,64
u-ch427-n1280-v2-x-ms-04, 2975.612 ,445.61,,,1,,126,2022-10-10T21:15:51Z,2022-10-10T21:56:24Z,2022-10-10T22:49:02Z,SUCCEEDED,2431231,87262,9.045,94,64,64
u-ch427-n1280-v2-x-ms-05, 2051.877 ,404.28,,,1,,126,2022-10-09T23:39:10Z,2022-10-09T23:50:34Z,2022-10-10T00:27:55Z,SUCCEEDED,2426565,44736,6.753,94,64,64
u-ch427-n1280-v2-x-ms-06, 2045.974 ,438.56,,,1,,126,2022-10-10T10:44:00Z,2022-10-10T15:10:42Z,2022-10-10T15:48:14Z,SUCCEEDED,2428129,237636,8.439,94,64,64
u-ch427-n1280-v2-x-ms-07, 2014.361 ,423.65,,,1,,126,2022-10-10T10:44:00Z,2022-10-10T15:26:02Z,2022-10-10T16:03:21Z,SUCCEEDED,2428130,66181,12.008,94,64,64
u-ch427-n1280-v2-x-ms-08, 2626.821 ,645.01,,,1,,126,2022-10-10T20:15:27Z,2022-10-10T21:47:02Z,2022-10-10T22:36:40Z,SUCCEEDED,2430967,241658,12.277,94,64,64
u-ch427-n1280-v2-x-ms-09, 2195.762 ,398.27,,,1,,126,2022-10-09T23:56:46Z,2022-10-10T00:01:11Z,2022-10-10T00:58:01Z,SUCCEEDED,2426609,112634,13.453,94,64,64
u-ch427-n1280-v2-x-ms-test, 1622.795 ,277.15,,,1,,126,2022-10-15T16:46:20Z,2022-10-15T16:46:35Z,2022-10-15T17:14:48Z,SUCCEEDED,2454567,58036,1.766,94,64,64
u-ch427-n1280-v2-x-ms-test2, 1765.242 ,333.04,,,1,,126,2022-10-16T13:35:07Z,2022-10-16T13:35:48Z,2022-10-16T14:07:14Z,SUCCEEDED,2457606,220824,1.849,94,64,64
u-ch427-n1280-v2-x-ms-test3,,,,,1,,126,2022-10-16T13:48:57Z,2022-10-16T13:49:34Z,2022-10-16T14:07:15Z,EXIT,2457632,13063,2.751,94,64,64
u-ch427-n1280-v2-x-orig-00, 1642.374 ,333.25,,,1,,126,2022-10-09T14:12:17Z,2022-10-09T14:12:28Z,2022-10-09T14:41:55Z,SUCCEEDED,2424761,40513,1.704,94,64,64
u-ch427-n1280-v2-x-orig-01, 2499.538 ,521.95,,,1,,126,2022-10-09T21:27:47Z,2022-10-09T21:27:57Z,2022-10-09T22:11:22Z,SUCCEEDED,2425960,14555,11.370,94,64,64
u-ch427-n1280-v2-x-orig-02, 2131.418 ,377.47,,,1,,126,2022-10-09T21:27:59Z,2022-10-09T21:28:07Z,2022-10-09T22:05:20Z,SUCCEEDED,2425961,181644,1.711,94,64,64
u-ch427-n1280-v2-x-orig-03, 2072.210 ,356.32,,,1,,126,2022-10-09T21:28:10Z,2022-10-09T21:28:18Z,2022-10-09T22:04:33Z,SUCCEEDED,2425962,157556,2.264,94,64,64
u-ch427-n1280-v2-x-orig-04, 1808.860 ,415.80,,,1,,126,2022-10-10T10:44:02Z,2022-10-10T17:31:13Z,2022-10-10T18:03:05Z,SUCCEEDED,2428136,65017,1.861,94,64,64
u-ch427-n1280-v2-x-orig-05, 1907.697 ,359.20,,,1,,126,2022-10-10T10:44:02Z,2022-10-10T17:51:04Z,2022-10-10T18:24:34Z,SUCCEEDED,2428138,45191,2.095,94,64,64
u-ch427-n1280-v2-x-orig-06, 1882.863 ,350.92,,,1,,126,2022-10-10T20:15:27Z,2022-10-10T21:42:21Z,2022-10-10T22:15:47Z,SUCCEEDED,2430966,88268,1.988,94,64,64
u-ch427-n1280-v2-x-orig-07, 1975.669 ,378.89,,,1,,126,2022-10-09T23:23:46Z,2022-10-09T23:25:50Z,2022-10-10T00:00:30Z,SUCCEEDED,2426533,148856,2.114,94,64,64
u-ch427-n1280-v2-x-orig-08, 1899.108 ,400.71,,,1,,126,2022-10-10T05:09:38Z,2022-10-10T05:09:49Z,2022-10-10T05:43:19Z,SUCCEEDED,2426980,158726,2.061,94,64,64
u-ch427-n1280-v2-x-orig-09, 2014.574 ,339.77,,,1,,126,2022-10-09T23:23:46Z,2022-10-09T23:26:52Z,2022-10-10T00:02:25Z,SUCCEEDED,2426534,232936,1.877,94,64,64
u-ch427-n1280-v2-x-orig8-01, 1893.183 ,409.49,,,1,,126,2022-10-15T22:15:42Z,2022-10-15T22:15:53Z,2022-10-15T22:49:19Z,SUCCEEDED,2455624,20707,1.997,94,64,64
u-ch427-n1280-v2-x-orig8-02, 1837.135 ,421.18,,,1,,126,2022-10-15T22:15:48Z,2022-10-15T22:17:00Z,2022-10-15T22:49:43Z,SUCCEEDED,2455625,73049,2.063,94,64,64
u-ch427-n1280-v2-x-orig8-03, 1838.363 ,375.03,,,1,,126,2022-10-15T22:15:58Z,2022-10-15T22:16:27Z,2022-10-15T22:49:12Z,SUCCEEDED,2455626,107975,2.086,94,64,64
u-ch427-n1280-v2-x-orig8-04, 1780.087 ,397.70,,,1,,126,2022-10-15T22:16:09Z,2022-10-15T22:16:26Z,2022-10-15T22:48:12Z,SUCCEEDED,2455627,3773,1.790,94,64,64
u-ch427-n1280-v2-x-orig8-05, 1891.512 ,407.98,,,1,,126,2022-10-15T22:16:22Z,2022-10-15T22:17:32Z,2022-10-15T22:50:54Z,SUCCEEDED,2455629,27579,2.002,94,64,64
u-ch427-n1280-v2-x-orig8-06, 1845.504 ,423.54,,,1,,126,2022-10-15T22:16:31Z,2022-10-15T22:17:00Z,2022-10-15T22:49:38Z,SUCCEEDED,2455630,152464,1.991,94,64,64
u-ch427-n1280-v2-x-orig8-07, 1932.439 ,450.09,,,1,,126,2022-10-15T22:16:43Z,2022-10-15T22:17:00Z,2022-10-15T22:51:04Z,SUCCEEDED,2455631,251781,1.909,94,64,64
u-ch427-n1280-v2-x-orig8-08, 1825.706 ,399.50,,,1,,126,2022-10-15T22:16:56Z,2022-10-15T22:17:32Z,2022-10-15T22:50:08Z,SUCCEEDED,2455633,5439,2.017,94,64,64
u-ch427-n1280-v2-x-orig8-09, 1822.482 ,337.54,,,1,,126,2022-10-15T22:17:08Z,2022-10-15T22:48:33Z,2022-10-15T23:21:32Z,SUCCEEDED,2455634,118527,2.111,94,64,64
u-ch427-n1280-x,,,,,1,,95,2022-02-03T02:50:49Z,2022-02-03T02:51:23Z,2022-02-03T02:57:09Z,EXIT,1044550,25401,,94,64,6
u-ch427-n1280-x00, 1904.35,,,,1,,95,2022-02-12T01:44:27Z,2022-02-12T02:46:49Z,2022-02-12T03:19:49Z,SUCCEEDED,1099425,40433,4.992,94,64,6
u-ch427-n1280-x-00, 2820.42,,,,1,,63,2022-02-24T01:36:16Z,2022-02-24T03:39:49Z,2022-02-24T04:28:41Z,SUCCEEDED,1151511,256058,3.609,94,64,32
u-ch427-n1280-x01,,,,,,,,,,,,,,,,,
u-ch427-n1280-x-01, 3122.55,,,,1,,63,2022-02-24T01:36:27Z,2022-02-24T03:47:44Z,2022-02-24T04:41:06Z,SUCCEEDED,1151512,147798,3.299,94,64,32
u-ch427-n1280-x02, 1805.12,,,,1,,95,2022-02-12T01:44:27Z,2022-02-12T02:58:52Z,2022-02-12T03:30:14Z,SUCCEEDED,1099426,82587,1.937,94,64,6
u-ch427-n1280-x-02, 3772.87,,,,1,,63,2022-02-24T01:36:41Z,2022-02-24T03:47:44Z,2022-02-24T04:51:54Z,SUCCEEDED,1151517,128831,4.449,94,64,32
u-ch427-n1280-x03, 1854.23,,,,1,,95,2022-02-12T01:44:28Z,2022-02-12T03:20:26Z,2022-02-12T03:52:45Z,SUCCEEDED,1099428,206980,1.736,94,64,6
u-ch427-n1280-x-03, 3473.54,,,,1,,63,2022-02-24T01:36:56Z,2022-02-24T03:47:44Z,2022-02-24T04:47:18Z,SUCCEEDED,1151520,63733,4.247,94,64,32
u-ch427-n1280-x04, 1887.83,,,,1,,95,2022-02-12T01:44:29Z,2022-02-12T03:29:52Z,2022-02-12T04:02:43Z,SUCCEEDED,1099429,72590,3.462,94,64,6
u-ch427-n1280-x-04, 4034.67,,,,1,,63,2022-02-24T16:00:35Z,2022-02-24T17:23:33Z,2022-02-24T18:32:03Z,SUCCEEDED,1154204,11994,4.867,94,64,32
u-ch427-n1280-x05, 1819.27,,,,1,,95,2022-02-12T01:44:28Z,2022-02-12T03:11:36Z,2022-02-12T03:43:22Z,SUCCEEDED,1099427,47970,2.644,94,64,6
u-ch427-n1280-x-05, 3023.99,,,,1,,63,2022-02-24T01:37:29Z,2022-02-24T03:50:30Z,2022-02-24T04:42:18Z,SUCCEEDED,1151524,262089,3.607,94,64,32
u-ch427-n1280-x06, 1968.77,,,,1,,95,2022-02-12T01:44:29Z,2022-02-12T03:30:46Z,2022-02-12T04:05:00Z,SUCCEEDED,1099431,31182,2.102,94,64,6
u-ch427-n1280-x-06, 3199.98,,,,1,,63,2022-02-24T01:37:41Z,2022-02-24T04:04:55Z,2022-02-24T04:59:33Z,SUCCEEDED,1151525,43301,11.344,94,64,32
u-ch427-n1280-x07, 1879.07,,,,1,,95,2022-02-12T01:44:29Z,2022-02-12T03:30:46Z,2022-02-12T04:03:37Z,SUCCEEDED,1099430,69092,2.092,94,64,6
u-ch427-n1280-x-07, 3726.74,,,,1,,63,2022-02-24T01:37:55Z,2022-02-24T04:05:34Z,2022-02-24T05:09:27Z,SUCCEEDED,1151526,117514,12.384,94,64,32
u-ch427-n1280-x08, 1938.56,,,,1,,95,2022-02-12T01:44:30Z,2022-02-12T03:38:23Z,2022-02-12T04:12:32Z,SUCCEEDED,1099432,160613,2.431,94,64,6
u-ch427-n1280-x-08, 3340.86,,,,1,,63,2022-02-24T01:38:04Z,2022-02-24T04:08:17Z,2022-02-24T05:05:30Z,SUCCEEDED,1151527,126653,12.858,94,64,32
u-ch427-n1280-x09, 2240.29,,,,1,,95,2022-02-14T19:29:27Z,2022-02-14T19:32:23Z,2022-02-14T20:12:44Z,SUCCEEDED,1115930,31365,1.407,94,64,6
u-ch427-n1280-x-09, 3298.10,,,,1,,63,2022-02-24T01:38:21Z,2022-02-24T04:11:01Z,2022-02-24T05:08:07Z,SUCCEEDED,1151528,115183,5.003,94,64,32
u-ch427-n1280-x5-00, 3243.37,,,,1,,63,2022-02-24T01:56:51Z,2022-02-24T05:02:54Z,2022-02-24T05:58:30Z,SUCCEEDED,1151634,36602,4.616,94,64,32
u-ch427-n1280-x5-01, 2879.76,,,,1,,63,2022-02-24T17:01:48Z,2022-02-24T18:16:32Z,2022-02-24T19:05:49Z,SUCCEEDED,1154693,190038,4.906,94,64,32
u-ch427-n1280-x5-02, 4397.41,,,,1,,63,2022-02-24T01:57:27Z,2022-02-24T05:03:28Z,2022-02-24T06:18:01Z,SUCCEEDED,1151644,75331,6.367,94,64,32
u-ch427-n1280-x5-03, 2986.70,,,,1,,63,2022-02-24T01:57:41Z,2022-02-24T05:07:20Z,2022-02-24T05:58:30Z,SUCCEEDED,1151645,22222,4.635,94,64,32
u-ch427-n1280-x5-04, 3824.22,,,,1,,63,2022-02-24T01:58:03Z,2022-02-24T05:06:41Z,2022-02-24T06:12:11Z,SUCCEEDED,1151646,149843,6.907,94,64,32
u-ch427-n1280-x5-05, 3745.54,,,,1,,63,2022-02-24T01:58:18Z,2022-02-24T05:09:09Z,2022-02-24T06:12:54Z,SUCCEEDED,1151647,105315,5.804,94,64,32
u-ch427-n1280-x5-06, 2695.58,,,,1,,63,2022-02-24T17:02:07Z,2022-02-24T18:17:33Z,2022-02-24T19:03:46Z,SUCCEEDED,1154695,75328,4.251,94,64,32
u-ch427-n1280-x5-07, 3348.01,,,,1,,63,2022-02-24T01:59:02Z,2022-02-24T05:21:21Z,2022-02-24T06:18:54Z,SUCCEEDED,1151651,133378,4.140,94,64,32
u-ch427-n1280-x5-08, 3562.79,,,,1,,63,2022-02-24T02:05:21Z,2022-02-24T05:21:21Z,2022-02-24T06:22:16Z,SUCCEEDED,1151654,49628,4.681,94,64,32
u-ch427-n1280-x5-09, 2867.62,,,,1,,63,2022-02-24T02:40:48Z,2022-02-24T05:21:21Z,2022-02-24T06:11:14Z,SUCCEEDED,1151696,262128,3.116,94,64,32
u-ch427-n1280-x5-ms-00, 3231.31,,,,1,,63,2022-02-28T14:39:44Z,2022-02-28T22:32:55Z,2022-02-28T23:30:49Z,SUCCEEDED,1172670,16475,16.901,94,64,32
u-ch427-n1280-x5-ms-01, 3579.15,,,,1,,63,2022-02-28T14:39:44Z,2022-02-28T21:29:46Z,2022-02-28T22:32:43Z,SUCCEEDED,1172668,145249,37.299,94,64,32
u-ch427-n1280-x5-ms-01-t, 3333.55,,,,1,,63,2022-07-17T00:21:24Z,2022-07-17T01:16:43Z,2022-07-17T02:15:20Z,SUCCEEDED,2033236,171436,17.113,94,64,32
u-ch427-n1280-x5-ms-01-tt, 3037.50,,,,1,,63,2022-07-17T00:21:34Z,2022-07-17T01:17:50Z,2022-07-17T02:11:34Z,SUCCEEDED,2033237,257143,16.184,94,64,32
u-ch427-n1280-x5-ms-02, 3918.26,,,,1,,63,2022-02-28T14:39:44Z,2022-02-28T23:54:56Z,2022-03-01T01:02:59Z,SUCCEEDED,1172671,133814,13.438,94,64,32
u-ch427-n1280-x5-ms-03, 3435.85,,,,1,,63,2022-02-28T14:39:46Z,2022-03-01T00:56:42Z,2022-03-01T01:57:17Z,SUCCEEDED,1172675,111746,13.301,94,64,32
u-ch427-n1280-x5-ms-04, 3592.42,,,,1,,63,2022-02-28T14:39:46Z,2022-03-01T00:18:36Z,2022-03-01T01:22:00Z,SUCCEEDED,1172672,5792,27.943,94,64,32
u-ch427-n1280-x5-ms-05, 3370.55,,,,1,,63,2022-03-01T17:13:47Z,2022-03-01T21:08:20Z,2022-03-01T22:08:37Z,SUCCEEDED,1182941,81917,16.284,94,64,32
u-ch427-n1280-x5-ms-06, 3392.60,,,,1,,63,2022-02-28T14:39:46Z,2022-03-01T00:56:12Z,2022-03-01T01:57:48Z,SUCCEEDED,1172674,175929,11.047,94,64,32
u-ch427-n1280-x5-ms-07, 3408.03,,,,1,,63,2022-02-28T14:39:47Z,2022-03-01T01:03:15Z,2022-03-01T02:04:58Z,SUCCEEDED,1172676,136756,13.061,94,64,32
u-ch427-n1280-x5-ms-08, 3831.66,,,,1,,63,2022-02-28T14:39:49Z,2022-03-01T01:04:35Z,2022-03-01T02:13:00Z,SUCCEEDED,1172677,102198,20.273,94,64,32
u-ch427-n1280-x5-ms-09, 3891.98,,,,1,,63,2022-02-28T14:39:49Z,2022-03-01T01:46:56Z,2022-03-01T02:55:34Z,SUCCEEDED,1172678,156496,13.820,94,64,32
u-ch427-n1280-x5-orig-00, 3682.64,,,,1,,63,2022-02-24T17:06:17Z,2022-02-24T18:19:33Z,2022-02-24T19:23:45Z,SUCCEEDED,1154721,16562,5.807,94,64,32
u-ch427-n1280-x5-orig-01, 3382.85,,,,1,,63,2022-02-24T17:06:18Z,2022-02-24T18:20:31Z,2022-02-24T19:19:54Z,SUCCEEDED,1154722,197742,4.561,94,64,32
u-ch427-n1280-x5-orig-02, 2798.44,,,,1,,63,2022-02-24T17:06:18Z,2022-02-24T18:23:33Z,2022-02-24T19:13:30Z,SUCCEEDED,1154724,178132,4.820,94,64,32
u-ch427-n1280-x5-orig-03, 4409.52,,,,1,,63,2022-02-24T17:06:18Z,2022-02-24T18:20:31Z,2022-02-24T19:36:52Z,SUCCEEDED,1154723,215464,11.986,94,64,32
u-ch427-n1280-x5-orig-04, 3356.65,,,,1,,63,2022-02-24T17:06:19Z,2022-02-24T18:26:32Z,2022-02-24T19:25:22Z,SUCCEEDED,1154725,134065,4.124,94,64,32
u-ch427-n1280-x5-orig-05, 3357.17,,,,1,,63,2022-02-24T17:06:19Z,2022-02-24T18:29:31Z,2022-02-24T19:28:22Z,SUCCEEDED,1154727,218170,4.114,94,64,32
u-ch427-n1280-x5-orig-06, 3400.91,,,,1,,63,2022-02-24T17:06:19Z,2022-02-24T18:26:32Z,2022-02-24T19:26:28Z,SUCCEEDED,1154726,177484,5.113,94,64,32
u-ch427-n1280-x5-orig-07, 3767.25,,,,1,,63,2022-02-24T17:06:20Z,2022-02-24T18:38:32Z,2022-02-24T19:44:25Z,SUCCEEDED,1154729,108720,6.901,94,64,32
u-ch427-n1280-x5-orig-08, 3758.56,,,,1,,63,2022-02-24T17:06:20Z,2022-02-24T18:32:31Z,2022-02-24T19:38:19Z,SUCCEEDED,1154728,4311,7.875,94,64,32
u-ch427-n1280-x5-orig-09, 3704.02,,,,1,,63,2022-02-24T17:06:21Z,2022-02-24T18:40:30Z,2022-02-24T19:45:53Z,SUCCEEDED,1154730,129797,5.194,94,64,32
u-ch427-n1280-xml-data, 1782.016 ,182.12,,,1,,333,2022-10-06T23:36:28Z,2022-10-07T01:05:30Z,2022-10-07T01:36:35Z,SUCCEEDED,2415040,171839,1.766,94,64,64
u-ch427-n1280-x-ms-00, 3671.44,,,,1,,63,2022-02-26T23:23:07Z,2022-02-26T23:23:35Z,2022-02-27T00:28:30Z,SUCCEEDED,1163668,214897,16.180,94,64,32
u-ch427-n1280-x-ms-01, 3573.88,,,,1,,63,2022-02-26T23:23:17Z,2022-02-26T23:27:56Z,2022-02-27T00:32:43Z,SUCCEEDED,1163669,243604,22.561,94,64,32
u-ch427-n1280-x-ms-02, 3977.56,,,,1,,63,2022-02-26T23:23:27Z,2022-02-26T23:48:48Z,2022-02-27T01:00:42Z,SUCCEEDED,1163670,213741,28.035,94,64,32
u-ch427-n1280-x-ms-03, 3682.49,,,,1,,63,2022-02-26T23:23:39Z,2022-02-26T23:48:48Z,2022-02-27T00:55:53Z,SUCCEEDED,1163671,76577,16.612,94,64,32
u-ch427-n1280-x-ms-04, 4371.42,,,,1,,63,2022-02-26T23:23:45Z,2022-02-26T23:52:08Z,2022-02-27T01:10:50Z,SUCCEEDED,1163672,56714,15.536,94,64,32
u-ch427-n1280-x-ms-05, 3616.81,,,,1,,63,2022-02-26T23:23:56Z,2022-02-26T23:52:08Z,2022-02-27T00:58:03Z,SUCCEEDED,1163673,51504,41.138,94,64,32
u-ch427-n1280-x-ms-06, 3593.91,,,,1,,63,2022-02-26T23:24:05Z,2022-02-26T23:53:15Z,2022-02-27T00:59:10Z,SUCCEEDED,1163674,143907,24.785,94,64,32
u-ch427-n1280-x-ms-07, 3741.74,,,,1,,63,2022-02-27T00:40:32Z,2022-02-27T01:11:33Z,2022-02-27T02:20:11Z,SUCCEEDED,1163872,50177,26.891,94,64,32
u-ch427-n1280-x-ms-08, 3661.52,,,,1,,63,2022-02-27T15:27:57Z,2022-02-27T23:15:13Z,2022-02-28T00:25:37Z,SUCCEEDED,1166452,64963,29.896,94,64,32
u-ch427-n1280-x-ms-09, 4421.55,,,,1,,63,2022-02-26T23:24:33Z,2022-02-27T00:32:11Z,2022-02-27T02:17:08Z,SUCCEEDED,1163681,195606,73.643,94,64,32
u-ch427-n1280-x-orig-00, 3471.36,,,,1,,63,2022-02-24T01:31:37Z,2022-02-24T02:36:53Z,2022-02-24T03:37:38Z,SUCCEEDED,1151481,27888,12.145,94,64,32
u-ch427-n1280-x-orig-01, 3080.64,,,,1,,63,2022-02-24T01:31:50Z,2022-02-24T02:44:54Z,2022-02-24T03:39:30Z,SUCCEEDED,1151482,5028,11.177,94,64,32
u-ch427-n1280-x-orig-02, 3486.47,,,,1,,63,2022-02-24T01:32:03Z,2022-02-24T02:48:25Z,2022-02-24T03:49:42Z,SUCCEEDED,1151484,53961,10.133,94,64,32
u-ch427-n1280-x-orig-03, 3319.32,,,,1,,63,2022-02-24T01:32:17Z,2022-02-24T02:48:25Z,2022-02-24T03:46:54Z,SUCCEEDED,1151486,179876,9.040,94,64,32
u-ch427-n1280-x-orig-04, 3403.87,,,,1,,63,2022-02-24T01:32:30Z,2022-02-24T02:49:55Z,2022-02-24T03:49:47Z,SUCCEEDED,1151488,11199,8.261,94,64,32
u-ch427-n1280-x-orig-05, 4303.43,,,,1,,63,2022-02-24T01:32:40Z,2022-02-24T02:49:55Z,2022-02-24T04:05:00Z,SUCCEEDED,1151490,124460,5.944,94,64,32
u-ch427-n1280-x-orig-06, 4343.67,,,,1,,63,2022-02-24T01:32:59Z,2022-02-24T02:58:38Z,2022-02-24T04:14:03Z,SUCCEEDED,1151492,168140,11.419,94,64,32
u-ch427-n1280-x-orig-07, 3689.42,,,,1,,63,2022-02-24T01:33:09Z,2022-02-24T02:59:39Z,2022-02-24T04:04:22Z,SUCCEEDED,1151495,51918,9.322,94,64,32
u-ch427-n1280-x-orig-08, 4036.22,,,,1,,63,2022-02-24T01:33:20Z,2022-02-24T02:59:39Z,2022-02-24T04:10:15Z,SUCCEEDED,1151497,41253,6.189,94,64,32
u-ch427-n1280-x-orig-09, 4248.01,,,,1,,63,2022-02-24T01:33:32Z,2022-02-24T03:38:11Z,2022-02-24T04:52:56Z,SUCCEEDED,1151498,147157,11.402,94,64,32
u-ch427-n216-paper-v2-01, 150.800 ,41.72,,,1,,22,2022-08-25T12:49:58Z,2022-08-25T12:57:07Z,2022-08-25T12:59:55Z,SUCCEEDED,2229844,75586,1.098,32,28,16
u-ch427-n216-paper-v2-02, 153.848 ,45.32,,,2,,36,2022-08-25T17:01:25Z,2022-08-25T18:01:13Z,2022-08-25T18:04:28Z,SUCCEEDED,2231089,94154,1.123,32,28,16
u-ch427-n216-paper-v2-03, 1055.185 ,54.93,,,3,,50,2022-08-25T12:49:58Z,2022-08-25T14:00:18Z,2022-08-25T14:18:38Z,SUCCEEDED,2229845,231890,84.537,32,28,16
u-ch427-n216-paper-v2-03-2, 167.165 ,57.30,,,3,,50,2022-08-31T03:41:11Z,2022-08-31T03:41:31Z,2022-08-31T03:45:04Z,SUCCEEDED,2254368,24474,1.142,32,28,16
u-ch427-n216-paper-v2-04, 974.001 ,52.01,,,4,,64,2022-08-25T12:49:57Z,2022-08-25T12:51:49Z,2022-08-25T13:08:54Z,SUCCEEDED,2229843,134360,63.134,32,28,16
u-ch427-n216-paper-v2-04-2, 160.333 ,51.17,,,4,,64,2022-08-31T03:41:32Z,2022-08-31T03:42:04Z,2022-08-31T03:45:34Z,SUCCEEDED,2254370,255604,1.161,32,28,16
u-ch427-n216-paper-v2-05, 169.715 ,55.06,,,5,,78,2022-08-25T13:01:14Z,2022-08-25T14:50:04Z,2022-08-25T14:54:19Z,SUCCEEDED,2229885,233749,1.257,32,28,16
u-ch427-n216-paper-v2-06, 193.158 ,64.46,,,6,,92,2022-08-25T12:50:01Z,2022-08-25T14:48:24Z,2022-08-25T14:52:53Z,SUCCEEDED,2229850,176912,1.218,32,28,16
u-ch427-n216-paper-v2-07, 216.809 ,78.19,,,7,,106,2022-08-25T12:49:58Z,2022-08-25T14:48:24Z,2022-08-25T14:53:39Z,SUCCEEDED,2229848,81176,2.092,32,28,16
u-ch427-n216-paper-v2-08, 205.772 ,77.73,,,8,,120,2022-08-25T12:49:58Z,2022-08-25T14:48:24Z,2022-08-25T14:53:31Z,SUCCEEDED,2229847,133405,1.323,32,28,16
u-ch427-n216-paper-v2-09, 187.330 ,65.42,,,9,,134,2022-08-25T12:49:58Z,2022-08-25T14:25:30Z,2022-08-25T14:30:22Z,SUCCEEDED,2229846,197621,1.745,32,28,16
u-ch427-n216-paper-v2-10, 195.950 ,76.93,,,10,,148,2022-08-31T03:46:23Z,2022-08-31T03:47:15Z,2022-08-31T03:52:38Z,SUCCEEDED,2254402,101003,1.325,32,28,16
u-ch427-n216-paper-v2-11, 198.411 ,81.47,,,11,,162,2022-08-31T03:47:11Z,2022-08-31T04:46:17Z,2022-08-31T04:51:46Z,SUCCEEDED,2254411,99381,1.377,32,28,16
u-ch427-n216-paper-v2-12, 201.302 ,80.89,,,12,,176,2022-08-31T03:47:57Z,2022-08-31T04:40:21Z,2022-08-31T04:45:57Z,SUCCEEDED,2254414,40487,1.399,32,28,16
u-ch427-n216-paper-v2-13, 211.277 ,87.65,,,13,,190,2022-08-31T03:48:53Z,2022-08-31T04:52:06Z,2022-08-31T04:58:14Z,SUCCEEDED,2254416,210847,1.597,32,28,16
u-ch427-n216-paper-v2-14, 207.724 ,77.71,,,14,,204,2022-08-31T15:11:18Z,2022-08-31T17:54:09Z,2022-08-31T18:00:19Z,SUCCEEDED,2257804,130349,2.266,32,28,16
u-ch427-n216-paper-v2-15, 225.342 ,87.70,,,15,,218,2022-08-31T03:50:42Z,2022-08-31T04:15:05Z,2022-08-31T04:21:53Z,SUCCEEDED,2254423,176353,2.735,32,28,16
u-ch427-n216-paper-v2-16, 229.090 ,76.78,,,16,,232,2022-08-31T15:12:00Z,2022-08-31T18:00:53Z,2022-08-31T18:07:51Z,SUCCEEDED,2257810,189364,2.531,32,28,16
u-ch427-n216-paper-v2-17, 270.073 ,113.38,,,17,,246,2022-09-12T23:39:13Z,2022-09-12T23:44:57Z,2022-09-12T23:52:36Z,SUCCEEDED,2314118,133370,3.694,32,28,16
u-ch427-n216-paper-v2-18, 267.336 ,102.66,,,18,,260,2022-08-31T03:53:11Z,2022-08-31T04:25:04Z,2022-08-31T04:33:02Z,SUCCEEDED,2254430,235896,3.737,32,28,16
u-ch427-n216-paper-v2-19, 270.157 ,98.46,,,19,,274,2022-09-13T00:50:56Z,2022-09-13T01:18:02Z,2022-09-13T01:26:11Z,SUCCEEDED,2314245,20668,4.979,32,28,16
u-ch427-n216-paper-v2-20, 285.292 ,105.97,,,20,,288,2022-08-27T02:09:52Z,2022-08-27T03:31:12Z,2022-08-27T03:39:37Z,SUCCEEDED,2236695,128572,5.382,32,28,16
